name,platform,release_date,summary,metascore,userscore
NRA Gun Club,PlayStation 2,"October 2, 2006","Choose your gun, enter the range and steady your nerves. Take careful aim and fire.  NRA Gun Club puts over 100 true to life guns in your hands to test your shooting skill. The traditional 1st person shooter now has a different perspective – NRA Gun Club is void of violence or blood. Choose your gun from over 100 licensed and faithfully recreated firearms. Challenge your shooting skill in a wide variety of environments and ranges. Aim and fire at a vast array of targets including flying sporting clays, poppers, bull's eyes and more. Unlock new guns, environments and challenges. Officially endorsed by the National Rifle Association. [Crave Entertainment]",tbd,4.6
Namco Classic Fighter Collection,PlayStation 2,"September 19, 2008",Two of the greatest fighting franchises of all time deliver a powerful 1-2 punch in a limited edition box set!,tbd,tbd
Namco Museum,PlayStation 2,"December 4, 2001","Includes classic Namco arcade hits such as Pac-Man, Ms. Pac-Man, Galaga, Galaxian, Dig Dug and Pole Position. But the fun doesn't stop there, since Namco has added all new arrangement modes plus other hidden games. [Namco]",72,6.6
Namco Museum 50th Anniversary,PlayStation 2,"August 30, 2005","It's party time! Namco is celebrating 50 years of bringing you the greatest games on the planet by releasing the biggest and best compilation of time-honored, all-star arcade classics. Namco Museum 50th Anniversary features 14 of the most treasured Namco original games in arcade history wrapped up in a retro-cool menu interface that allows you to explore a virtual arcade and dominate your favorite games. Relive your arcade years and rock out to a cool 80's soundtrack that takes you back to glory days of arcade gaming and this time...leave your quarters at home. 14 Classic Arcade Games Include: Pac-Man, Ms. Pac-Man, Galaga, Galaxian, Dig Dug, Pole Position, Pole Position II, Rolling Thunder, Rally X, Bosconian, Dragon Spirit, Sky Kid, Xevious, Mappy. Sky Kid and Rolling Thunder are two new titles new to Namco Museum. [Namco]",61,5.8
NanoBreaker,PlayStation 2,"February 15, 2005","Nanobreaker is a fast-paced 3D action game in which the main character wields a powerful, shape-shifting Plasma Blade to defend mankind from deadly nanomachines. Players will be able to slash through hordes of enemy units and grab them for offensive attacks. In Nanobreaker's futuristic world, Nano technology was originally developed to enrich humankind, but the nanomachines suddenly went awry. The machines began to harvest the blood of humans and the iron of buildings in an effort to construct an army of monster machines. It's up to the player to combat this threat and save the world from apocalypse. [Action]",51,6.9
Naruto Ultimate Collection,PlayStation 2,"September 17, 2008","Naruto Ultimate Collection includes Ultimate Ninja, Ultimate Ninja 2, and Uzumaki Chronicles all in one package.",tbd,tbd
Naruto: Ultimate Ninja,PlayStation 2,"June 26, 2006","Join Naruto and his friends on their Ninja Academy quests as they battle the best in the land. Perfect your ninja skills to earn money and unlock tons of bonus content. Do you have what it takes to become the ultimate ninja? Be your favorite ninja: Fight as one of over 12 playable characters including Naruto, Sasuke, Sakura, Kakashi, Rock Lee and many more. Switch between 12 interactive stages mid-combat to gain a tactical advantage while performing powerful ninjutsu moves as seen in the hit television series. Lethal super attacks: Increase your chakra and unleash multi-level super attacks to ascend the ranks and become a full-fledged ninja. [Namco Bandai]",75,7.5
Naruto: Ultimate Ninja 2,PlayStation 2,"June 12, 2007","In Naruto: Ultimate Ninja 2 gamers can play through monumental events in the NARUTO storyline all while earning points toward upgrading their character's strength, defense, agility, chakra and special abilities. Players can walk the path of NARUTO in the new all-new mode, Ultimate Road, that will allow them to play through all of the pivotal events in the storyline, as well as unlock an original story, as more and more pieces of the NARUTO saga unfold. More than 60 exciting missions and seven challenging mini games push potential ninja to their limit. Players can assume the role of Naruto, Sasake, Kakashi, Rock Lee, Gara, Kiba and other favorites while taking on daunting tasks like battling the sand ninja and working their way through the Chunin exam, the test to move up in the ninja ranks. Ninja in training can perfect their skills in Practice mode then put their training to the test against a friend in the VS mode. With a vast amount of unlockable features such as playable characters, movies, music, collectible cards and more NARUTO fans will be busy. [Namco Bandai Games]",73,7.6
Naruto: Ultimate Ninja 3,PlayStation 2,"March 25, 2008","NARUTO: Ultimate Ninja 3 makes leaps in the franchise with a host of “firsts” for the series. Players can now live through and be a part of all the major events that defined Story Arc 1 in Heroes History mode. Also, ninja-in-training can customize their characters with the Ultimate Jutsu which gives them that extra bit of edge during battle and allows them to earn points towards upgrading their strength, defense, chakra, agility and other special abilities. Turn playable characters into more powerful ninja of unprecedented size or summon giant creatures as allies with the new Summoning mode. In addition, NARUTO fans throughout North America can experience the game in both English and original Japanese voice over. In keeping with the tradition of the series, an exclusive and original story has players exploring the massive 3D rendered Hidden Leaf Village, participating in battle royale matches and completing more than 55 missions. The experience doesn’t stop there as tons of unlockable content are available to offer loads of replay value including movies, music and cards. [Namco Bandai Games]",75,8.6
Naruto: Uzumaki Chronicles,PlayStation 2,"November 14, 2006","Naruto: Uzumaki Chronicles  introduces a lush,  3D world that will test the players' Ninjutsu skills as Naruto, the feisty orphan who wants to become the most respected and admired ninja of all time. A brand new story drives the missions as players experience the trials and tribulations of a ninja-in-training - fierce competition from fellow students and constant challenges from their teachers. Players can collect status-boosting chips and plates to customize all aspects of Naruto's abilities and face-off against multiple enemies using either close combat moves or long-range weapons like shurikens and explosive cards. With familiar characters like Kakashi, Sasuke and Neji that can swoop in for assistance, Naruto: Uzumaki Chronicles offers mini-games and lethal attacks straight from the popular anime series to satiate any aspiring ninja. [Namco Bandai]",62,7.4
Naruto: Uzumaki Chronicles 2,PlayStation 2,"September 4, 2007","A brand new tale arrives as Naruto faces different challenges to defend the Hidden Leaf Village and surrounding villages from the evil force trying to dominate it. An ancient organization, which was thought to have been disbanded, is alive and in search of orbs to resurrect a mechanical terror. It's now up to Naruto and all of the Hidden Leaf Genin to join forces with those of the Hidden Sand Village to stop this menace. Multiplayer Co-op and Vs Battles - During the game, a second player is able to join in on the action for a simultaneous two-player adventure! Or, fight head-to-head with a friend and battle it out for the title of Hokage. Additional gameplay modes further enhance the Naruto experience: Story Mode - Play alone or with a friend and traverse a lush, 3-D anime-style world in which Naruto and his friends work together to unravel the mystery of the Shirogane Clan and their nefarious army of ""puppet walkers."" Hone your skills to become the ultimate warrior and unlock a secret chapter of the story. Mission Mode - Take on a series of challenging side missions. Survival Mode - Test your skills to become the ultimate warrior and unlock a secret mission. Choose your favorite ninja, including Naruto, Shikamaru, Rock Lee, Kakashi, Guy, Sasuke, or Choji, to complete story-driven missions and intense challenges. Prove yourself in battle and earn money to create the ultimate warrior using Chips and Plates that can customize your character's speed, strength, stamina and even special moves. Harness the power of Rasengan, Lightning Blade, Sand Coffin, and other moves, straight from the series. [Namco Bandai Games]",52,6.8
Naval Ops: Commander,PlayStation 2,"March 9, 2004","NAVAL OPS: COMMANDER is set in an alternate reality where the powerful nation of Virshia has deployed an armada of  ""Superships"" around the globe. Through Virshia's aggressive assault on the world?s oceans, nations quickly fell while others still hang in the balance. In the game, players command a lone Tactical Battle Group committed to fighting the Virshian fleet. The action takes place in two phases: Strategy and Battle. During the Strategy phase, players are briefed on the impending battle. Based on mission objectives and known threats, players can upgrade and adapt their ship using a full spectrum of integrated weapon and defense systems, propulsion hardware and aircraft. At this stage, players can also invest in new technology, develop new weapons, purchase parts, or choose from over 100 combat-ready vessels based on actual ships from the United States, Japan, Great Britain, and Germany. NAVAL OPS: COMMANDER introduces several new developments to the series. With the new TBG (Tactical Battle Group) system, players have real-time control of a primary warship and gain the option of changing the attack formation of escort ships that provide anti-aircraft, anti-ship, and assault support. [KOEI]",65,tbd
Naval Ops: Warship Gunner,PlayStation 2,"June 25, 2003","The gameplay in Naval Ops: Warship Gunner involves two unique phases: design and battle. At the start of the design phase, players are given a mission briefing. Based on the mission?s objectives, players can construct or retrofit their ship with weapons, a propulsion system, aircraft, and defensive hardware. At this stage, players can also invest in new technology, develop new weapons, or purchase parts. Players can also bypass the process of ship design, and proceed directly into battle using ships based on actual naval craft. The battle phase puts the player?s real-time combat skills to the test. Players engage surface vessels and aircraft, destroy communications garrisons, and avoid high-G anti-ship missiles. Combat missions can take place around the clock making nighttime attacks a strategic option.  Dense fog and heavy storms are just some of the other conditions that players must contend with. For help, players can rely on fully integrated combat systems providing complete situational awareness, and access to all weapons systems. [KOEI]",67,8.3
Need for Speed Carbon,PlayStation 2,"October 31, 2006","What starts in the city is settled in the canyons as Need for Speed Carbon immerses you into the world's most dangerous and adrenaline-filled form of street racing. You and your crew must race in an all-out war for the city, risking everything to take over your rivals' neighborhoods one block at a time. As the police turn up the heat, the battle ultimately shifts to Carbon Canyon, where territories and reputations can be lost on every perilous curve. Need for Speed Carbon delivers the next generation of customization giving you the power to design and tweak your crew's cars in every way using the ground-breaking new Autosculpt technology. Represent your car class, your crew, and your turf in Need for Speed Carbon, the next revolution in racing games. [Electronic Arts]",74,8.2
Need for Speed II,PlayStation,"March 31, 1997","Overall, Need For Speed II is the PlayStation's slickest racer yet.",71,6.2
Need for Speed Most Wanted,PlayStation 2,"November 15, 2005","Combining the thrill of illicit street racing and tuner customization with the intensity of strategic police pursuits that rivals any Hollywood-style chase scene, Need for Speed Most Wanted challenges players to become the most notorious and elusive street racer. Players instantly feel the thrill of the ride as they hit the streets in an open world environment where drivers can tune their cars to compete against any class of vehicles or use their wits to out-fox the law to satisfy their need for speed. Need for Speed Most Wanted delivers a unique, fast-paced and gripping ride in the racing genre as players build up their Rap Sheet and street cred to move their way up the Black List to become the most wanted racer on the streets. Players go head-to-head with the top drivers on the scene as well as strategically evade more than half dozen cops at any one time. Also included are a dynamic open world, new gameplay and customization as well as tuners, supercars, muscles and sports cars. [Electronic Arts]",82,8.9
Need for Speed ProStreet,PlayStation 2,"November 13, 2007","Need for Speed ProStreet accelerates street racing culture by providing the ultimate stage for the pursuit of street racing supremacy. It is a game about building the ultimate performance-tuned battle machine, taking it to multi-disciplinary showdowns all over the world and pitting your skills and reputation against the very best street racers. Need for Speed ProStreet boasts impeccable precision and impressively detailed photo-realistic graphics, effectively transporting you to the center of the action. It pushes the Autosculpt technology to a new level, allowing you to directly impact your car's performance for the first time as well as personalize its appearance. Need for Speed ProStreet is a true taste of raw adrenaline and racing with consequences. Every dent, every scratch and every crumpled body panel is a battle scar, proof of your commitment and competitive mettle. With an aggressive and skilled AI system, you become immersed in an unmatched believable race experience. Add in a revolutionary online mode that will redefine the meaning of competitive social play, and Need for Speed ProStreet is the ultimate formula for an emotionally charged street racing showdown. [Electronic Arts]",62,7.4
Need for Speed Undercover,PlayStation 2,"November 17, 2008","Need for Speed Undercover has players racing through speedways, dodging cops and chasing rivals as they go deep undercover to take down an International crime syndicate. The game heralds the return of high-intensity police chases and introduces the all-new 'Heroic Driving Engine' -- a unique technology that generates incredible high-performance moves at 180 miles per hour during breathtaking highway battles. A mix of computer graphics and live-action movies immerses gamers in the rich world of the Tri-City Bay Area. The city’s open-world environment features over 80 miles of roads, including an enormous highway system that sets the stage for highway battles. These high-speed, high-stake chase sequences push players to the limit as they fight off cops and opponents while whipping through traffic at 180 miles per hour. An intelligent new A.I. mechanic delivers a realistic and high-energy action driving experience. Going back to the franchise’s roots, Need for Speed Undercover features more aggressive and intelligent cops whose sole purpose is to take down the player quickly and by any means necessary. Need for Speed Undercover also features the series' signature car customization, real-world damage and realistic driving physics. The game includes some of the hottest licensed cars such as the Audi R8, BMW M6 and Lexus IS-F. [Electronic Arts]",tbd,4.9
Need for Speed Underground,PlayStation 2,"November 17, 2003","Enter the world of urban street racing and high performance tuner cars with the latest title in the hit Need for Speed series: Need for Speed Underground. Take on today's most popular tuner cars from Mitsubishi Motors, Subaru, Toyota and many more, building the ultimate street machine by earning cash to pay for custom body kits and a host of licensed car performance mods. But just creating a custom street racing machine will not get you to the top; it takes a certain amount of attitude and razor sharp driving skills to compete in the tough world of urban racing. A number of diverse events set in gritty, nighttime environments make up the heart of street competition. Players become complete street racers by perfecting skills in each event by nailing the perfect shift in drag racing and by putting their street cred on the line, racing through the city streets at all hours of the night. Prove you belong in the elite street racing circles, work your way up the underground rankings and take on the best of the best in each discipline. [Electronic Arts]",85,8.6
Need for Speed Underground 2,PlayStation 2,"November 15, 2004","Need for Speed Underground 2 challenges gamers to immerse themselves in the tuner culture, exploring an expansive, free-roaming city divided into five distinct neighborhoods. Gamers encounter rival racers who initiate events, tip players off to the hottest racing spots, and show them where to buy the most sought-after licensed aftermarket upgrades. The game features new game modes, deep new performance customization and tuning, and more than 30 licensed cars. The game also delivers twice the visual customization upgrades as the original game, providing a staggering 70 billion possible car combinations for total automotive self-expression. [Electronic Arts]",82,8.6
Need for Speed: Collector's Series,PlayStation 2,"November 14, 2006","The Need for Speed Collection includes NFSII: SE, NFSIII: Hot Pursuit, NFS: High Stakes, NFS: Porsche Unleashed, and NFS: Hot Pursuit 2.",tbd,tbd
Need for Speed: High Stakes,PlayStation,"March 1, 1999","It doesn't really mess with the formula of the last game, but adds enough new features and options to keep its fans excited.",86,8.4
Need for Speed: Hot Pursuit 2,PlayStation 2,"October 1, 2002","Become the ""Champion Road Racer"" by conquering numerous racing events, all carrying rewards such as: cars, tracks and high performance upgrades. The game challenges the driver to dodge traffic, police and natural elements in high speed and high style... true NFS style! Evade any cops encountered, as getting busted just might end your career. [Electronic Arts]",89,8.3
Need for Speed: Porsche Unleashed,PlayStation,"February 29, 2000","Need for Speed: Porsche Unleashed tests your driving skills while you test-drive some of Porsche's most popular cars. In the game, you'll compete in levels that feature twists, turns, and various driving conditions. You can participate in different types of races, including circuit, streetcar, open road, and more. Survive all the crashes, police, and track challenges to earn prizes and respect. With enough money, you can purchase different custom parts for your vehicle.",78,8.3
Neo Contra,PlayStation 2,"October 19, 2004","Neo Contra integrates all of the classic shooting gameplay elements that have come to define this renowned series while bringing the experience to a 3D world. Longtime fans and newcomers to the franchise will find classic, fast-paced action as they battle huge bosses who will stop at nothing to keep them from completing their mission. Players will need quick reflexes to dodge enemy attacks as well as access an arsenal of powerful weapons to defeat deadly enemies. Set in the distant future, Neo Contra continues the adventure of the legendary hero, Bill Rizer, and introduces a visually striking new character to the series - Genbei Jaguer Yagyu, a mysterious Samurai. In addition to stylized characters, players will also experience realistic environmental destruction and explosions as they make their way through extremely detailed stages. The game's incredible CG cinematic sequences will also enhance its engaging storyline and overall dynamic visual design. [Konami]",65,7.1
NeoGeo Battle Coliseum,PlayStation 2,"December 17, 2007","Drawing characters from some of SNK's biggest and well loved franchises, NeoGeo Battle Coliseum allows the use of the new 2–on–2 Tag Team battle system. This new system allows the player to switch characters during play and to perform ‘team’ attacks on their opponent. The character roster has 40 characters represented by well known faces from the likes of World Heroes, Art of Fighting, Fatal Fury, Samurai Shodown, Last Blade, Metal Slug and Kizuna Encounter. [SNK Playmore]",66,7.9
Neopets: The Darkest Faerie,PlayStation 2,"November 16, 2005","In Neopets: The Darkest Faerie, players enter the land of Neopia for the first time in 3D and journey with Neopian characters on an adventure to rid the world from the evil Darkest Faerie. Together they will travel through new lands, meet strange inhabitants and discover a mystery unseen by Neopian eyes. Complete quests, defend yourself against evil creatures under the influence of the Darkest Faerie, collect and use a variety of items throughout the adventure.  [SCEA]",61,8.4
"Ni Hao, Kai-Lan: Super Game Day",PlayStation 2,"October 26, 2009","For the very first time, fans of the hit preschool show, Ni Hao, Kai-lan, can enjoy playing as their favorite characters on Wii and PlayStation 2. ",tbd,tbd
Nicktoons Movin',PlayStation 2,"October 21, 2004","Join hosts SpongeBob SquarePants and Patrick Star as they take kids through new interactive experiences. The PlayStation 2 EyeToy allows players to put their images inside the video game, where they must use their own body movements to control the action in 11 different minigames. All the minigames are based on Nickelodeon TV shows, including SpongeBob SquarePants, The Fairly OddParents, Jimmy Neutron Boy Genius, Rocket Power, and Danny Phantom, in addition to special cameo appearances from other Nicktoons.",tbd,tbd
Nicktoons Unite!,PlayStation 2,"October 26, 2005","For the first time ever the greatest Nicktoons villains face off against your favorite characters including SpongeBob SquarePants, Timmy Turner, Jimmy Neutron, and Danny Phantom. Combine their powers to take out the Evil Syndicate, along with the devastating Doomsday device. It’s good vs. evil where only one set of Nicktoons will prevail. 1-4 player cooperative play featuring SpongeBob SquarePants, Timmy Turner, Jimmy Neutron or Danny Phantom. More than 15 explorable Nicktoons levels, including: Retroville, Dimmsdale, Amity Park and Bikini Bottom. Choose from over 16 upgradeable gadgets and powers. [THQ]",53,7.4
Nicktoons: Attack of the Toybots,PlayStation 2,"October 23, 2007","The evil Professor Calamitous is at it again! But this time he’s gone too far. He has created evil robots that look just like our Nicktoons heroes! Now, SpongeBob, Jimmy Neutron, Danny Phantom, Timmy Turner, and Tak must stop them and the Professor no matter what it takes. By using new attacks, and awesome mech suits, now you can help our heroes stop the evil professor before he wreaks havoc everywhere! [THQ]",tbd,8.3
Nicktoons: Battle for Volcano Island,PlayStation 2,"October 24, 2006","An ancient evil known as Mawgu threatens to take control of Volcano Island, and it's up to our Nicktoons heroes to defeat him. Join SpongeBob, Timmy Turner and Danny Phantom, along with new recruits Patrick Star, Sandy Cheeks and Samantha Manson for all out battle on...Volcano Island! Play as SpongeBob, Danny Phantom, Timmy Turner, Patrick Star, Sandy Cheeks, or Samatha Mason. Unlock bonus levels and crazy costumes. Three different game modes: Single Play, Download Play, and Wireless Play. Multi-player mayhem: Join or leave the game at anytime. [THQ]",59,7.2
Nightshade,PlayStation 2,"February 10, 2004","As menacing demons and monsters fill the city of Tokyo, panicked government officials call upon the extreme cunning and power of a new ninja talent named Hibana. The amazing skills of this young female fighter earned her respect at an early age and she was offered masterful training from one of the Oboro Clan's most esteemed warriors. With sharp precision and incredible speed, Hibana battles fierce enemies atop a moving fighter jet, trucks, and more, while narrowly dodging enemy missiles. Her mastery of the ancient Tate Attack allows her to slay an unlimited number of enemies at once. With the Stealth Dash, she leaves her shadowy likeness behind as she runs circles around her lumbering enemies, which confuses them and makes them vulnerable to her fatal sword blows. Hibana alone must power through 13 incredible, destructible environments to defeat hordes of Hellspawn newly awakened by the ancient Akujiki curse. [Sega]",68,7.9
Ninja Assault,PlayStation 2,"November 18, 2002","The newest addition to the GunCon2 compatible list of shooters. Set to the backdrop of Feudal Japan, three heroic ninjas must fight off hundreds of powerful demons in order to save the Princess Koto from being sacrificed in a ritual to resurrect the evil Shogun Kigai. Featuring new levels, modes, and rendered cut-scenes, plus improved graphics over the Arcade version, this new shooter is ready to put trigger fingers back in action. [Namco]",60,6.0
Nitrobike,PlayStation 2,"January 15, 2008","Ubisoft introduces Nitrobike, the only game on the Wii home video game system from Nintendo that lets you feel the reckless intensity of racing a nitro-charged dirt bike. Developed by Left Field Productions--makers of the Nintendo 64 classic Excitebike 64--Nitrobike will bring motocross racing to the Wii for the very first time.  Give yourself a nitrous boost to rocket past your opponents toward the finish line.",tbd,tbd
Nobunaga's Ambition: Iron Triangle,PlayStation 2,"January 27, 2009","Compelled by a nation ravaged by war, it was legendary samurai Nobunaga Oda's ambition to silence the cries of war and usher in a new era of lasting peace for Japan. In Nobunaga's Ambition: Iron Triangle, video gamers can step into the role of Feudal Japan's most powerful warlords and turn this magnificent vision of unification into a reality. In the latest edition of the series to come to North America, the acquisition of knowledge and a firm grasp of technology are even more crucial to establishing the groundwork for the future of the country. Players must embrace technology, govern wisely and shrewdly, and prepare a near-invincible military force for war on land and at sea. Only with the mastery of these three elements, the ""Iron Triangle,"" will the nation be united under one sword and will Nobunaga's dream be realized. [KOEI]",76,8.3
Nobunaga's Ambition: Rise to Power,PlayStation 2,"February 5, 2008","In Nobunaga's Ambition: Rise to Power, players assume the role of Nobunaga, or of a rival warlord, in their quest to unite Japan under one rule. Packed with 7 dramatic scenarios - from the 1551 Struggle for Power to the events following Nobunaga's death in 1582, Nobunaga's Ambition: Rise to Power lets players embark on their quest from more than 300 different starting points. For the first time in the series, military campaigns are carried out using an explosive 3D real-time battle system. Plus a new command lets players go ""all in"" and risk their entire empire in battle. If victorious, players expand their empire, but a defeat could mean the total loss of their land. Nobunaga's Ambition: Rise to Power is more than just a game of military domination. Life in Feudal Japan is brought to life with remarkable detail. In vibrant castle towns the daily lives of characters unfold while players nurture their village into a flourishing empire. Players also manage government affairs and develop critical infrastructure such as ninja camps, blacksmiths, and markets. A robust character edit function features a wide variety of character faces, the ability to edit stats, and let's the player choose when and where the characters will appear. [KOEI]",70,8.5
Obscure,PlayStation 2,"April 6, 2005","As many highschools, Leafmore High is no longer the highschool it used to be. Its walls are mouldering, its books are outdated, its teachers have lost their faith... Following the disappearance of one of their friends, a group of students decide to investigate their high school. This brave step will lead them into a hell they will never forget. But, no matter what happens, they must stick together if they want to throw light on the dark and sordid history of their school. Play five different students, alone or in cooperation, every one of them having their own special aptitude, and use them wisely to defeat the monsters creeping around. [Hydravision]",65,8.8
Obscure: The Aftermath,PlayStation 2,"March 25, 2008","(Also known as ""Obscure II"")  Two years ago, at Leafmore High, a group of young teenagers were trapped inside their school and hunted by monsters that had been released by the maniac headmaster. Some of them survived that terrible night, while others perished. Now, the survivors have picked up their lives and joined college. But all is not right on Fallcreek University; strange black flowers have suddenly sprung up everywhere on the campus. While experimenting with these flowers in class, a dangerous substance is discovered that induces strange but vivid dreams. But a handful of students find out that there is more to the flowers than anyone could have expected; when the seeds finally germinate, a bad trip suddenly turns into a horrible reality... Features 6 charismatic characters with unique skills; unique coop mode: second player can join in at any time; highly detailed and rich 3D environment; find clues and solve various rddles and mysteries; and a vast variety of weapons and horrifying monsters. [Playlogic]",60,8.6
Oddworld: Abe's Exoddus,PlayStation,"October 31, 1998","If you hated the first one, it's likely because of the lack of save points, so you should definitely consider giving this series another try.",88,8.6
Oddworld: Abe's Oddysee,PlayStation,"August 31, 1997","In a lush of diabolical danger where everyone wants to eat you, you're the skinny guy with no weapons. Run, jump, hide, scramble and talk your way past the ugliest bunch of carnivorous crustaceans ever created. Unlock Abe's special powers then figure out your foes, and you might save your race. Don't, and you're dinner! Enter Oddworld's surreal, sensory overload of pure gaming and claim your destiny.",85,8.8
Odin Sphere,PlayStation 2,"May 22, 2007","The nations of Erion had always held an uneasy peace, as the various kings and queens watched each other for any signs of weakness. When the country of Valentine is obliterated by the power of an ancient artifact, it sparks a bloody war between the fairies of Ringford and the warriors of Ragnanival. Little do they know that they are acting out an almost-forgotten prophecy: one that, if fulfilled, will lead to the destruction of the entire world. Take control of the warrior princess Gwendolyn, daughter of Odin, and follow the threads of an intricately woven story as you uncover the truth behind the prophecy – and how to bring it to an end. Five playable characters in all; each one's fate is intertwined with the others'. A robust cooking and alchemy system that can be used to create powerful attack and recovery items. [Atlus Software]",83,8.6
Okage: Shadow King,PlayStation 2,"October 1, 2001","In an unexpected twist of fate, the spirit of an evil king is unleashed and possesses the shadow of an innocent young boy named Ari. In one magical moment, Ari's life is turned upside down. Wielding the burden of the evil ghostly being. Ari must journey across a wonderfully animated, whimsical world in order to free his shadow. [Sony]",70,8.1
Okami,PlayStation 2,"September 19, 2006","In Okami, the legendary monster Orochi has come back to life and turned the world into a veritable wasteland. Players must assume the role of a wolf, an embodiment of the sun god Amaterasu, which is capable of wielding unimaginable power. The state of the world lies in gamer's hands as they must fight ominous beings and reclaim the earth from a curse that plagues it. It is crucial to help Amaterasu make the world a place where all living creatures can dwell once again. [Capcom]",93,9.1
One Piece Mansion,PlayStation,"September 30, 2001","Offering an unfamiliar style of addictive puzzle gameplay and boasting the personality of a vast assortment of wacky characters, One Piece Mansion is a fine buy for fans of the genre.",62,tbd
One Piece: Grand Adventure,PlayStation 2,"August 29, 2006","Based on the popular comic and anime series, One Piece: Grand Adventure delivers battles that take place with a new free-moving Vs. Battle action system that will offer hours of entertainment. The game has also been completely revamped with the inclusion of an Adventure Mode, sending players on various mini-game filled quests as well as allowing players to create their very own band of roving pirates. [Namco Bandai]",66,8.3
One Piece: Grand Battle,PlayStation 2,"September 7, 2005","Ahoy there mi hearties! In a world of pirates, one man wants to become the greatest of them all: Monkey D. Luffy. Join Luffy as he sets out to sea in a rowboat, in search of ""One Piece,"" the greatest treasure in the world. 16 playable pirates with 32 additional support characters from the TV show. 6 game play modes including Grand Battle and 2 player Versus Mode. Interactive 3D environments: pick up objects and use them to attack your opponent. 7 environments in which to battle your opponents, all faithfully recreated from the TV series. Each character has more than 20 regular moves, as well as special attacks and ultimate attacks. Unlock hidden features such as additional characters, costumes, items and mini-games. Collect items and gimmicks to power up or increase your skills. [Bandai]",69,8.4
One Piece: Pirates' Carnival,PlayStation 2,"September 12, 2006","Different from the previous One Piece games, Pirates Carnival is a party game featuring over forty mini games. The mini games feature simple controls and promise to recreate well-known scenes from the original One Piece body of work. The game features support for four players, with some games featuring split screen play and others placing all four players in the same area.",47,tbd
Oni,PlayStation 2,"January 29, 2001","An intense anime thriller comes to life in Oni. Konoko, an elite member of the Technology Crimes Task Force, is on a mission to fight the evil Syndicate. Guide her as she kicks, punches, and jumps her way through rooms full of enemies. You'll have access to a variety of weapons ranging from pistols and machine guns to mortar launchers and plasma weapons. As you delve deeper into the crime syndicate, the truth behind Konoko's past becomes clear.",69,6.9
Onimusha 2: Samurai's Destiny,PlayStation 2,"August 28, 2002","Return to the magical days of feudal Japan and join Jubei, a young warrior, as he launches an epic, magical quest, only to reveal his ultimate destiny! [Capcom]",84,8.5
Onimusha 3: Demon Siege,PlayStation 2,"April 27, 2004","In Onimusha 3 Demon Siege the year is 1582 and 10 years have passed since the events that unfolded in Onimusha 2 Samurai?s Destiny. The stage is set at the burning Honnoji Temple, as the famous Onimusha warrior Samanosuke Akechi (Takeshi Kaneshiro) continues to fight the demons in his path. The moment has finally arrived for Samanosuke to confront the true enemy that has eluded him until now, the undying Nobunaga Oda. Unfortunately before the long-awaited final battle begins, Samanosuke is suddenly engulfed in a whirlpool of light and disappears. The year is 2004. A peaceful French metropolis is suddenly attacked by demons. In the blink of an eye, the city is transformed into a hellish sea of blood as Genma demons slaughter civilians and soldiers one by one. Within this pit of darkness appears one man who stands up against the Genma demons, Jacques Braun (Jean Reno). As a member of the French army, Jacques is deployed to the nightmarish scene only to discover himself amid a plague of horrific enemies that are beyond anyone?s imagination. An ancient samurai warrior unexpectedly appears to help him defend the helpless city. As they cooperatively fight off the demons, Jacquesis caught in a mysterious vortex and vanishes to feudal Japan, leaving the warrior behind in modern day France. Why has Samanosuke appeared in present Paris and Jacques in feudal Japan? What fate awaits these two men? The fierce and bloody battle is unfurled as the beginning of the final Onimusha chapter unfolds. [Capcom]",85,8.7
Onimusha Blade Warriors,PlayStation 2,"March 24, 2004","All of your favorite heroes from the ancient world of Onimusha gather together for one multi-battle action fighting game that will bring the world to its knees. Select your warrior from among a bold cast of characters spanning the world of Onimusha. For the first time, Samanosuke, star of Onimusha Warlords can go head-to-head with Jubei Yagyu of Onimusha 2: Samurai?s Destiny. Enter into battle alone, or with up to three other opponents for lightning quick multi-player action battles that show off your skills as a warrior. Each stage is beautifully rendered to create the intense action of battle for the ultimate in hardcore fighting! [Capcom]",65,6.6
Onimusha Essentials,PlayStation 2,"November 13, 2008","Onimusha: The Essentials includes the first three games in the series Onimusha: Warlords, Onimusha 2: Samurai Destiny, and Onimusha 3 Demon Siege. ",tbd,tbd
Onimusha: Dawn of Dreams,PlayStation 2,"March 7, 2006","Onimusha: Dawn of Dreams begins approximately 15 years following the annihilation of the infamous Japanese warlord Oda Nobunaga at Honno Temple. Another dark shadow now looms over Japan as Nobunaga's successor, Hideyoshi Toyotomi, has decided to align himself with the evil Genma forces. Assume the role of Soki, a young warrior who possesses incredible power, along with several other cohorts to try and thwart Hideyoshi's pursuit for power. [Capcom]",81,8.7
Onimusha: Warlords,PlayStation 2,"March 13, 2001","Delivering all the survival horror feel of the classic Capcom ""Resident Evil"" series, Onimusha Warlords pits the player as a the great swordsman Samanosuke Akechi, who must brave hell to save the fair princess after the Inabayma Castle has been overrun by evil demon zombies.",86,8.2
