name,platform,release_date,summary,metascore,userscore
Lost In The Backrooms,PC,"October 21, 2022","Explore and survive levels based on the popular creepypasta lore. Each level features different ways to escape with dangers along the way. Explore the seemingly infinite expanse of eerily familiar levels in the backrooms for a taste of the game's creepy maze-like twists and turns.

Hyper realistic graphics, user HUD is kept to a minimal level, and solemn ambience will provide an immersive experience.

Find your way through 5 unique levels of the backrooms, more levels coming in the future. Every level has different twists, turns, exits, and enemies.",tbd,tbd
Lostria,PC,"August 6, 2021","Lostria is an online turn-based tactical game in a fantasy universe. Players build teams and compete among themself in tactical battles to become the best strategist in the world. 
",tbd,tbd
Love Quest,PC,"February 14, 2023","Embark on a quest to find your sweetheart. Talk to girls, avoid those pesky trolls and play videogames. A dark comedy with a blend of environmental storytelling, stealth and 2d platforming.
",tbd,tbd
Lozenge,PC,"March 2, 2018","Click on any shape in the bottom of the screen to rotate it and then drag and drop it to the triangular slots until you complete a row, a diagonal or the central pattern. This game requires strategic thinking to plan the slots to be filled with future moves.
",tbd,tbd
Lucky Luna,iOS,"September 8, 2022","Outcast on a mysterious island in an unknown land, Luna wakes up dazed and alone... In the distance ahead, a set of towering ruins dominate the skyline--beckoning her forward.

Join Luna on a magical journey into the depths of hidden temples and secret dungeons. Dive as deep as you dare to unlock the mysteries of her past by conquering the trails ahead.

Each level in Lucky Luna introduces new mechanics through its environmental features. The only catch? There's no jump button! Swipe to move Luna left and right in this vertical scrolling platformer as she plunges deeper and deeper into this enchanting and treacherous world. You'll have to take advantage of your surroundings and rely on your wits to reach what lies below.",tbd,tbd
Luke & Rebecca,Switch,"October 25, 2018","Sirens echo throughout the city once more. On every street corner, the murmur of voices. The Familiars, a group of phantom thieves, have struck again. And they're all anyone can talk about. Their identities and purpose are mysteries. But they always get what they're after. So if you're on their list, watch out... Because whatever's yours will soon be theirs. Just where will they strike next...? ",tbd,tbd
Lullaby days,PC,"September 2, 2021","Fairy fantasy simulation Lullaby Days is a game where the goal is to grow a duckling girl into a hero. Your duckling girl will grow through education, part-time work, exploration, and more.

Create 70 endings in the Kingdom of Oberebach with around 90 sub-characters.",tbd,tbd
Lunch A Palooza,Xbox One,"July 22, 2020","Lunch A Palooza is a game for everyone! With it's easy to learn controls, and fast-paced random matches, it's perfect for both the beginner and seasoned gamer alike. The goal is to be the last food standing! You must use special attacks and food items to dominate the opposition. 

In Lunch A Palooza players enter frenetic food fights as one of eight dishes, pushing other delicacies off the table in single player or multiplayer for up to four people. Pepper your character with power-ups to spice up your unique attacks. When dishing out the pain anything goes, from serving side dishes to sweep up the competition, to setting up push traps to clear the table for the next sitting. Remember, the dinner table arena is a hazardous place for food with flying enemies that always trying to nab a piece of you.",tbd,tbd
Lupinball,PC,"August 17, 2017","Werewolf dodgeball in a top-down arena! Lupinball is a hectic contest of firing bright power shots at your opponents while avoiding theirs. Power shots never stop flying around, continually bouncing off walls and shields until they kill an opponent unlucky or careless enough to be in its way. As you can imagine, the arena gets much more chaotic and dangerous as the round continues, so stay focused and keep moving (and shooting)!",tbd,tbd
M.I.A,PC,"April 23, 2018",,tbd,tbd
MEMETYPER,PC,"September 27, 2017","MEMETYPER is a game in which you can check your typing skills. Learn about new memes or try to remember the old ones by typing their title to unlock description in meme encyclopedia.
",tbd,tbd
MLB Power Pros 2008,Wii,"July 29, 2008","With over ten different exciting game modes including the traditional Practice, Exhibition, League and Home Run Challenge modes, MLB Power Pros 2008 brings fans closer to the action than ever before. Gamers also get the opportunity to act as general manager and control the destiny of their own franchise in Season mode, or engage in entertaining role-playing story modes such as Success and MLB Life modes. As general manager, gamers can trade, sign free agents, coordinate practice schedules, purchase new equipment, call up and send down players from the Minor Leagues, along with other management options to bring in fans, win playoff games and eventually, earn the title of World Series champion. In Success mode, fans can participate in a story-based career of rising players in the Double-A Minor League system trying to improve their baseball skills and make an impression on baseball scouts while also having to balance various situations in their personal lives. Through a variety of amusing training and game challenges, players who complete Success mode can take their created player files into MLB Life as well, or also play as either an existing Major League Baseball player in Dream Mode, or start as a rookie in Major League Career mode. As a new feature in MLB Power Pros 2008, MLB Life is another story-based mode that allows fans the possibility to simulate the exciting life and experience of being a Major League Baseball player over the course of a 20-year career. While continuing to play in games through the regular baseball season, players also participate in a number of realistic situations such as signing contracts, purchasing houses and cars, making charitable donations, building up relationships with friends and teammates, picking up hobbies and much more. [2K Sports]",79,8.9
MULTIPLAYER KNIGHTS,PC,"February 16, 2023","Bad Dudes are attacking the Kingdom and a Dark Plague is ravaging the lands. King Archor has asked You and the Knights of the ring table to save us all!

This is an Online RPG Survival game. The game includes a Single & Multiplayer system via Steam.

The Game is packed with a complete inventory management and crafting system, missions, building system, environmental harvesting, and looting system, swimming system, level-ups, and AI, combat mechanics, and many more features, tested online with clients under server-load.",tbd,tbd
MX vs. ATV Untamed,Xbox 360,"December 17, 2007","MX vs ATV kicks it up a notch and shifts into high gear as the best selling offroad franchise returns. Rainbow Studios (MX Unleashed, MX vs ATV Unleashed) has evolved their legendary Rhythm Racing™ engine to include throttle based power slides, near upside down whips and new scrubs at full speed all while retaining the smooth and authentic feel not found in any other game. Attempt to own the offroad by dominating the innovative new ""X-Cross Tournament"". X-Cross brings together 8 unique racing series like Endurocross, Opencross, Supercross, Waypoint and SuperMoto and then crosses them into one ultimate offroad championship. Brand new styles of racing are born as powerful vehicles tear through treacherous trails in the new Opencross mode, while then shifting gears to navigate boulders, logs, and water pits in Endurocross. Players can take control of the new ORV Sport and multiple other vehicles, including Monster and Trophy Trucks, as they blitz through rough rivers, rip though swampy everglades, and blaze through the desert dunes. Amp up your favourite vehicles power, handling, and acceleration with more than 100 sponsor parts and accessories. The MX vs ATV rivalry explodes as the top professional riders like Ricky Carmichael, Chad Reed, and others go bar to bar in Supercross, Outdoor Nationals, Supermoto, and Freestyle showdowns. The top 10 professional MX and ATV riders collide on the same track vying for vehicle supremacy. Be the last vehicle standing as 12 players compete online. [THQ]",70,7.1
Mad Dog II: The Lost Gold,PlayStation 3,"April 16, 2013","A live-action adventure that challenges your shooting skills by confronting banditos, renegades, and Mad Dog's men. Select one of three different guides and experience a variety of trails in a quest to beat Mad Dog to the lost gold and return with it to the old mission where the longest interactive battle ever filmed awaits the more-skilled game player!",tbd,tbd
Mad Princess: The Great Gladiators,PC,"March 14, 2019","Choose your own path in this gladiator role-playing game. The player starts off as an incarcerated criminal, forced to fight for their life. After they leave the prison, they will embark on a journey to sharpen their skills.
",tbd,tbd
Madden NFL 07,Wii,"November 14, 2006","With the exclusive video game license of the NFL and its players, and currently in its 17th installment, Madden NFL 07 puts you in control the running game like never before. For the first time ever, step up as the lead blocker to create a hole, and then take control of the tailback and smash through, overpower, or slash away from would-be tacklers as you fight for every yard. Innovative rushing controls give you a game-breaking ground attack featuring all-new jukes, cutbacks, and the distinct running styles of your favorite backs. Conceived as an entirely original football experience on the Wii, the game puts players on the field like never before. Using the console’s unique remote to pass, kick, snap, throw, catch and run, players interact with the game in an entirely new way. Boasting massive gameplay innovations inspired by the motion sensor of the remote, Madden NFL 07 maximizes the power and unique design of the game system. [Electronic Arts]",81,8.1
Madden NFL 11,PlayStation 2,"August 10, 2010","Madden NFL 11 promises to re energize the game of football with a fun and exhilarating experience to ignite the passion of every NFL fan. Whether rekindling an old rivalry, taking your create-a-player from NFL rookie to Hall of Famer, or building the ultimate dynasty in Franchise mode, Madden NFL 11 wants every day to feel like Sunday. Experience the passion for football shared by Gus Johnson and Cris Collinsworth as they call the action on the field. Fight for fumbles, customize your own player moves, and feel what it's like to be an NFL superstar with Madden NFL 11. [Electronic Arts]",tbd,7.6
Mafia II: Director's Cut,Xbox 360,"March 30, 2011","Welcome to the society of the chosen. Live the life of Vito Scaletta, a small-time gangster with plenty of ambition and a talent for taking care of business. As Vito rises through the ranks of a powerful mob family, he discovers that life as a wise guy is as dangerous as it is glamorous. In a gripping and stylish action adventure, Vito must prove himself an efficient enforcer, a skilled getaway driver and a reliable hit-man. Set in a mythic post-war America, Mafia II: Director’s Cut tells an intense story of friendship, loyalty, betrayal and revenge.",tbd,8.5
Mafia III: Sign of the Times,PC,"July 25, 2017",,tbd,8.4
Magic Exposure - Yuri Visual Novel,PC,"December 9, 2022","A cute and short furry yuri kinect visual novel about a rabbit who falls in love with a demon and both experience their first love.
",tbd,tbd
Magic Shot,iOS,"April 8, 2015",,tbd,tbd
Magic: The Gathering - Duels of the Planeswalkers 2012 - Expansion,PC,"September 14, 2011",Duels of the Planeswalkers 2012 Expansion will include the ability for players to take on the roles of the Archenemy. ,tbd,tbd
Magna Graecia,PC,"May 23, 2022","Magna Graecia is a game that lets you create unique ever-growing farming villages set in ancient Greek style.

In this game, you have to transform a lonely house into a charming hamlet by placing your buildings strategically, raising their level, receiving various adjacency bonuses, and expanding your territory. Magna Graecia is suitable for both who want to relax, slowly filling their village with olives and grapes, and those who want to test their strategic thinking because every ill-conceived building can be one of the last in your Greek village.",tbd,tbd
Mahjong Pretty Manga Girls,PC,"July 22, 2018","Play smartly to unlock the most pretty girls.
",tbd,tbd
Majong Classic,PC,"March 11, 2018","Do you have this feeling that your life is becoming more and more boring? All you need to stave off the boredom is to level up your brain. Resolve the puzzles, take part in daily competitions, win the prizes and collection cards.
",tbd,tbd
Major League Baseball 2K7,PSP,"February 26, 2007","It's a whole new ballgame! Major League Baseball 2K7 redefines the pure baseball video game experience with true, Next-Gen details, all-new throwing mechanics and a revolutionary presentation system. Signature Style - Batting stances, waggles, home run celebrations, step-ins and step-outs bring each player to life. True Fielding – Fielder positioning, relay and cutoff A.I. has been redesigned to allow for better, more authentic Major League defensive play. Defensive alignments are now based on who is at the plate. Dynamic Throwing System - Responsive throwing mechanics coupled with unique animations for infield, outfield and situational throws brings your command of the ball to a new level. Inside Edge - Updated for the 2007 season, Inside Edge data is now tied into USER control at the plate. Playing into your pitcher's or hitter's strengths will now reward you with a boost in hitting power. [2K Sports]",61,tbd
Mamono Keikai,PC,"November 5, 2020","Monster Vigilance is a strategic turn-based game. Players need to build buildings, facilities, and purchase combat units to defend against enemy attacks.

The game map is composed of hexagonal grids, each grid has its own terrain and resources. In the game, players can control a variety of movable units, most of which are combat units. Many combat units have special effects. One of the most important units of the movable units is the worker. The worker can build facilities on the grid. Buildings, roads, etc.

Basically, enemies will spawn every round, and some of them will spawn in specific terrain. Player units of these terrains may not be able to enter. It is important that players eliminate these enemies in time, because as the number of turns increases, the monsters generated will become stronger and stronger.",tbd,tbd
Maneater,PlayStation 4,"May 22, 2020","Experience the ultimate power fantasy as the apex predator of the seas - a terrifying SHARK! Maneater is a single player, open world action RPG (ShaRkPG) where YOU are the shark. Starting as a small shark pup you are tasked with surviving the harsh world while eating your way up the ecosystem. To do this you will explore a large and varied open world encountering diverse enemies - both human and wildlife. Find the right resources and you can grow and evolve far beyond what nature intended, allowing the player to tailor the shark to their play style. This is fortunate, because to get revenge on the cruel fisherman that dismembered you will take evolving into a massive shark, an apex predator of legends. Eat. Explore. Evolve.",68,7.3
Manual Intervention VR,PC,"July 5, 2021","A real-time, sci-fi planetary defence VR game, where the core game mechanic is to orbit around 3D planets and defend the ground colonies by destroying the incoming bombs. Unlock weapons and tools to gain a strategic advantage.",tbd,tbd
Marblelous Animals,Switch,"November 22, 2019",Marblelous Animals is a fun and cute adventure in which you'll be in charge of leading these chubby animals to their home. ,tbd,tbd
Marie's Room,PC,"April 13, 2018","Marie's Room is a short-story exploration game about an unconventional friendship between two classmates, told through memories. You play as Kelsey, remembering Marie's room as it was 20 years ago. What happened to Marie and Kelsey all those years ago?
",tbd,7.6
Mario & Luigi: Partners in Time,DS,"November 28, 2005","In this sequel to Mario & Luigi: Superstar Saga, the brothers travel back in time to retrieve Princess Peach, only to come face to face with baby versions of themselves, the princess and Bowser. Teaming up with their young selves will soon send Mario and Luigi on a quest of lunatic proportions as players must control both the adult AND baby versions of the Mushroom Kingdom heroes. Players use the top screen to study the land, keep track of the pair of brothers not under their control or maximize combo moves in battle. With twice the Mario brothers and twice the laughs, this massive side-splitting adventure could only find a home on the dual screens of the Nintendo DS. [Nintendo]",86,8.5
Martial Fire,PC,"January 19, 2023","Martial Fire is a classic 2D adventure game. Explore dungeons, ancient forests and deadly wastelands; fight enemies and solve riddles!
",tbd,tbd
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',iOS,"November 7, 2017",,tbd,tbd
Masked Shooters X,Xbox One,"October 16, 2017",,tbd,tbd
Masquerade: The Baubles of Doom,PC,"April 20, 2016","Masquerade is an action-adventure game set in the fantasy world of The Realm, centered around a battle for the mythical Druid Orbs, the most powerful pair of balls in all the land. For it was said that whomever possessed the Orbs, possessed the power to rule all.",tbd,7.6
Mastho is Together,PC,"March 30, 2021","Mastho is a sugar-free marshmallow leading his way to healthy sweetness. In this precision platform game, help Mastho avoid obstacles on the way, jumping, dashing and wall-jumping, to fulfill his dream of finding the perfect balance between joy and vitality.
",tbd,tbd
Matchpoint: Tennis Championships,PlayStation 5,"July 7, 2022",The season starts now – grab your racket and become the world’s next tennis champion! Your opponent is on the court and the crowd waits for a promising challenger for the grand finale… Are you ready for Matchpoint? ,58,8.0
Max Payne 2: The Fall of Max Payne,PC,"October 14, 2003","Max Payne 2: The Fall of Max Payne is a violent, film-noir love story for mature audiences. Dark, tragic and intense, the in-depth story is a thrill-ride of shocking twists and revelations. Love hurts. The fans of Max Payne won?t be disappointed. The fierce, yet stylish action sequences and slow-motion gunplay that has become synonymous with Max Payne is back and better than ever. New and enhanced moves and options provide breathtaking cinematic game play. Max Payne 2: The Fall of Max Payne is set to raise the bar on action games all over again. [Rockstar]",86,8.9
Maze of Gaea,PC,"October 17, 2017",,tbd,tbd
Mech Arena,PC,"December 11, 2021","Mech Arena is an arcade shooter game taking place in an arena and dispatched on several rounds. Kill waves of enemies, upgrade your mech and exploit the ever changing ground of the arena to try to become one of its champions.
",tbd,tbd
Medieval Dynasty,Xbox Series X,"October 6, 2022","Hunt, survive, build and lead in the harsh Middle Ages: Create your own Medieval Dynasty and ensure its long-lasting prosperity or die trying!",tbd,7.8
Medieval Fantasy Survival Simulator 2: Gladiator Edition,PC,"November 7, 2022","You're gonna get yourself killed in there... There's beasts, warriors, and much, much worse in the coliseum... Do you really think you've got what it takes to survive? Or do you think you're cut out for much more than that... There's only one way to find out, and time is of the essence!

You will be asked a series of questions about a medieval era or gladiatorial themes and must provide honest answers about what you would do if you were in potentially life-threatening situations. Based on your answers, you will be assessed and a result will be provided for you at the end of the game to determine how you would stack up in the dangers of that time period.",tbd,tbd
Mega Man 11,PlayStation 4,"October 2, 2018","Thirty years ago, in 1987, a super robot named Mega Man was created. In 2018 after 30 years of unforgettable adventures the fight for everlasting peace continues! The tight action-platformer gameplay that made the series a success is alive and well. To save the day, the Blue Bomber must battle Robot Masters and take their powerful weapons for himself, which now changes the hero's appearance with new levels of detail. A new, vivid visual style refreshes the series' iconic colorfulness, combining hand-drawn environments with detailed, 3D character models.",82,8.3
Mega Man 9,PlayStation 3,"September 25, 2008","[Playstation Network]  In the year 200X, as the advanced science of the era has created industrial robots that co-exist with humans. However, an evil genius, Dr. Wily, plots for world domination and creates his own robot army to take over mankind. Luckily for humanity, Dr. Light outfits one of his domestic robots ""Rock"" to fight Dr. Wily’s creations and Mega Man is born.Set after the events of Mega Man 8, multiple riots have sprung up all over the world. Whilst many people suspect that this is another plot from Dr. Wily, Dr. Light is stunned to recognize that some of the robots rioting on the TV screen are his own creations. Even more stunning, Dr. Wily appears on television to proclaim that Dr. Light is the evil mastermind behind these latest catastrophic incidents and it’s up to Mega Man to clear his creator’s name. The original 2D classic Mega Man returns, bringing the series back to its roots with retroaction-platform gameplay and NES-inspired old school graphics. Relive the Mega Man experience with maniacally themed environments, a host of power-ups, and classically-inspired bosses, each with their own unique weapons and weaknesses. [Capcom]",77,7.9
Mega Man Battle & Fighters,Switch,"August 3, 2022","This game contains two arcade games, ""RockMan: The Power Battle"" released in 1995 and ""RockMan 2 The Power Fighters"" released in 1996.

Unlike the conventional method of clearing stages in RockMan, this is a new RockMan series that allows you to gather the boss characters that appeared in the previous RockMan series and face the boss characters directly.
Collecting only popular characters, the ultimate fantasy matches of the RockMan series is about to begin!!! 

One of the fun things about RockMan is the system specializing in boss battles. Enemies will attack players without giving them any time to breathe! You can enjoy the pure action unique to RockMan. 

FEATURES: 

* Title select
Select the game you want to play from ""Rockman the Power Battle"" and ""Rockman 2 The Power Fighters"". 

* Database
You can see the character data collected during the game. 

* Trade
Character data can be exchanged using a communication cable (sold separately). 

* Options
You can change various settings in the game. 

* Save Data
All game data saved by auto save will be erased and initialized.

FIGHTERS: 

ROCKMAN
""Rock"" was a kind-hearted domestic robot. To thwart the evil Scientist Dr. Wily's ambitions to conquer the world, Rock was remodeled into the combat robot, RockMan. 

FORTE
A combat robot made by Dr. Wily for the specific purpose of defeating RockMan. He hopes to defeat Rockman with his own hands. 

BLUES
Dr. Light's first humanoid prototype robot. Ubcan unbeknownst to Rockman, Blues is his older brother. He loves solitude and acts on his own beliefs. 

DUO
Drifting in space and falling to the earth after a battle with an evil robot.
This mysterious robot was discovered by Rockman on a desert island, and Dr. Light repaired him.",68,tbd
Megacraft Hentai Battlegrounds,PC,"May 14, 2021","Megacraft Hentai Battlegrounds is a mega battle royale set in a hot desert. You have two ways to win this game: The first is to be the coolest and just destroy all the enemies. The second is to carefully explore this huge desert and find ten stunning hentai drawings hidden somewhere here. Everything is in your hands!
",tbd,tbd
Megapolis,iOS,"December 12, 2012","*****As the city's mayor you are in charge of designing the primary infrastructure: airports, railways, seaports, oil & gas, atomic, solar power plants, mining and manufacturing. Make Megapolis beautiful with parks, fountains and sculptures, world famous architecture from ancient to modern. Manage the budgets and finances, learn to enhance your citizens welfare to receive more tax money.Help your friends create equally gorgeous neighboring cities, send them gifts and learn to collaborate. FEATURES: - Awesome realistic 3D graphics - More than 300 buildings and sites, hundreds of construction materials for buildings- City expansion both on land and over the sea- Daily tasks, quests, city events and competitions",tbd,tbd
Men of War: Assault Squad 2 - Cold War,PC,"September 12, 2019","Men of War: Assault Squad 2 features new single player style skirmish modes that take players from extreme tank combat to deadly sniper stealth missions. Commanders can now faceoff against opponents on various new multiplayer 1v1 – 8v8 maps.
",41,2.7
Mermaid Colony,PC,"September 11, 2019",,tbd,tbd
Metal Gear Solid 3: Snake Eater HD Edition,PlayStation Vita,"August 21, 2012","In the third installment in the Metal Gear Solid series, you reprise your role as Solid Snake, an elite tactical soldier. This time, you are sent on a dangerous mission to both infiltrate enemy territory and uncover the secrets behind a newly created weapon of mass destruction. Survival within the jungle environments and its unpredictable settings requires basic animal instincts, as well as advanced combat and hunting skills. Set in the 1960s, the game features different types of camouflage, open-ended environments, and an array of new weapons and moves.",tbd,7.9
Metallic Metronome,PC,"March 19, 2020","Slash down the monsters - with rhythm!
",tbd,tbd
Metro: Last Light,Xbox 360,"May 14, 2013","The year is 2034. Under the ruins of post-apocalyptic Moscow, in the tunnels of the Metro, what remains of mankind are besieged by deadly threats from without – and within. Mutants scale the catacombs beneath the desolate surface, and hunt the poisoned skies above. But instead of standing united, the station-cities of the Metro are locked in a struggle for the ultimate power, a doomsday device from the military vaults of D6. A civil war is burgeoning that could wipe humanity from the face of the earth forever. As Artyom, burdened by guilt but motivated by hope, you hold the keys to our survival – the last light in our darkest hour.",80,8.4
Mi.Ju-Xinjing Hospital,PC,"November 5, 2021",,tbd,tbd
Middle-earth: Shadow of War,Xbox One,"October 10, 2017","Experience an epic open world brought to life by the Nemesis System. Forge a new Ring of Power, conquer Fortresses in massive battles and dominate Mordor with your personal orc army in Middle-earth: Shadow of War. Go behind enemy lines to forge your army, conquer Fortresses and dominate Mordor from within. Experience how the award-winning Nemesis System creates unique personal stories with every enemy and follower, and confront the full power of the Dark Lord Sauron and his Ringwraiths in this epic new story of Middle-earth. In Middle-earth: Shadow of War, nothing will be forgotten.",81,4.8
Middle-earth: Shadow of War - Blade of Galadriel,PC,"February 6, 2018","Play as Eltariel, the Blade of Galadriel, as she hunts the newest Ringwraith. Her epic story begins on the tower of Barad-dûr after the battle with Sauron and takes her across Mordor. Eltariel enters battle with a new dual wield combat style, new powers based on the Light of Galadriel and the ability to wield the New Ring. ",tbd,5.7
Midnight Deluxe,PlayStation 4,"March 6, 2018","In this golf-adjacent game with a perpetual darkness setting, your task is to guide a little square-shaped fairy, named Midnight.",tbd,4.9
Might & Magic: Heroes VI - Danse Macabre Adventure Pack,PC,"September 27, 2012","Years before the events of Heroes VI, the Wizard Sandro was expelled from the ranks of the Spider Cult and banished from the Seven Cities, his staff of power confiscated. For decades, his fate remained a mystery. In the aftermath of Heroes VI, the Great Lich returns with a vengeance. 

To accomplish his nefarious scheme, Sandro must first find the Staff of the Netherworld, an ancient artifact currently held in the private collection of Duke Ovidio of the Bull. Then Sandro will have to unseal the mysteries surrounding a powerful artifact, the Ring of the Unrepentant...",tbd,7.2
Mighty Gunvolt Burst - DLC Character Ekoro,3DS,"July 27, 2017",,tbd,tbd
Mike Tyson Heavyweight Boxing,Xbox,"July 17, 2002","Mike Tyson Boxing proves that one of history's oldest sports is also one of its bloodiest. The game allows boxers to deliver intense pain to their opponents with 600 brutal power punches, illegal moves, signature blows, and combos. As one of the game's professional pugilists, or your own customized fighter, you'll work your way through the bronze and silver ranks for a one-on-one meeting with Mike Tyson. Bring the big fight home in such venues as Carnival City, Ceasars Palace, and Wembley Arena.",37,tbd
Mikey Jumps,iOS,"November 9, 2016","Run, Jump, Swing, and Fly through challenging levels. Simple one touch controls. Collect coins and unlock prizes.",84,tbd
Milky Way Prince: The Vampire Star,Switch,"June 21, 2022","A visual novel about an abusive relationship, idealization, and intimacy.

Live a summer of dysfunctional love through branching storylines, twists, sudden changes, and a special mechanic where you choose which senses to use with your boyfriend. In these moments, you will learn about him, his personality, and his past, making you question everything.",tbd,tbd
Millennium Atoll,PC,"December 1, 2020","A singleplayer sci-fi adventure game where you play as a a former child-soldier and his son uncovering the largest conspiracy in world history.
",tbd,tbd
Millipede / Super Breakout / Lunar Lander,Game Boy Advance,"August 15, 2005","Millipede: You must stop a horde of rampaging bugs which have invaded your mushroom garden. Earwigs, Inchworms, Dragonflies, and Beetles are all out to make sure this battle is your last. Shoot all of the bugs before they bite you! Super Breakout: This updated version of one of the greatest coin-op classics offers all of the game variations that the original game offered. The goal is simply to knock out all of the visible bricks using as few balls as possible. Lunar Lander is the first one player game to authentically simulate an actual moon landing mission. It provides the thrills and the realistic ""feel"" of controlled space flight! Players are challenged to control thrust and rotation of a lunar landing craft to counteract simulated gravitational pull, momentum and friction.",tbd,tbd
Mindustry,PC,"September 26, 2019","An open-ended tower-defense game with a focus on resource management.
",tbd,8.9
Mini Gold Coop,PC,"February 1, 2018","Mini Golf Coop is a minimalist indie game based on playing mini gold, you can play alone or in local coop.
",tbd,tbd
Mining Cats,PC,"December 16, 2021","Mining Cats is a logic puzzle that involves blasting rocks and creating paths that connect mines of gemstones of the same color. 

Now the kittens are working in gemstone mines. Every time a mine cart unloads at the end of the railway track, they go down the stairs to collect the gems.

Each level has a grid of squares with colored gems occupying some of the squares. The objective is to connect gem mines of the same color by drawing 'gunpowder trail' between them such that when it explodes, the entire grid is occupied by railway tracks. However, railway tracks may not intersect. Difficulty is primarily determined by the size of the grid, ranging from 4x4 to 7x7 squares.",tbd,tbd
Mirror Spirits,PC,"April 8, 2022","Some people living in the same neighborhood receive a dinner invitation message on their phone. When they go to the invited house, they cannot find anyone and the curious friends start to examine the house. With the onset of supernatural events, they realize that it is not a dinner invitation, but rather a summons to be sacrificed.

MIRROR SPIRITS is a co-op story-based thriller game that can be played with 2-4 people. Do your best to clean the house connecting to the parallel universe. 

Escape. Attack. Clean the house before you die.",tbd,tbd
Miseria,iOS,"June 14, 2013","""Miseria: World's Apart""Enter the world of Miseria, where our hero Lurk, the urchin, has been torn from his love and imprisoned by the terrifying, cold-hearted spider ogre, Grunzel.Guide him through her fiendish traps and reunite these lovers true. Or they will forever be... ...World's Apart.A physics puzzler by RatJar Games, Miseria: World’s Apart is an incredibly simple to learn single touch game, where you tap each side of the screen to turn the maze, and guide Lurk past deadly traps and snares to get him closer and closer to freedom.Play through 80 levels of increasingly macabre and merciless mazes while listening to the intoxicating & poignant original soundtrack.Suitable for all ages.Features:-Incredibly simple to learn, fiendishly hard to master.-80 unique levels, set across 4 acts will keep you playing for hours on end.-Haunting & beautiful original soundtrack by composer Joseph Sowrey, perfectly sets the mood for Lurk’s journey through the dark world of Miseria. Use headphones and fully immerse yourself...-Stunning visual effects & animation bring the world of Miseria to life.-Grunzel, the cruel 7-eyed spider ogre, always hungry, always waiting, forever ready to strike. Can you beat her?",tbd,tbd
Mission: Combat Force,PC,"March 20, 2007","Fly the Fairchild Thunderbolt in a series of 6 exciting, memorable and adventurous custom missions in Microsoft FSX.",tbd,tbd
Mobile Suit Gundam: Zeonic Front,PlayStation 2,"January 15, 2002","Become your own worst enemy! For years you fought against the Zeon, now fight as one. For the first time, assume the role of a Zeon and take control of an elite mobile suit team. Set in the One Year War,? battle against the Earth Federation for independence and control of Earth territories. Control up to three attack teams per mission and devise superior strategies against Earth Federation troops. [Bandai]",71,8.7
Mobius Theory,PC,"November 4, 2022","Li Weishi is a news reporter, and has a fiancee, Zhao Yidie, who they've been dating for many years and is planning to get married. 

By chance, Li Weishi learned that Lin Jianhe, his first love who cheated on him three years ago, was disabled, and the other party even stated that they had a car accident because they were abandoned by him, and ended up like this. Li Weishi started an investigation with doubts in his heart, but is soon tied into an abandoned physics laboratory by a mysterious organization. 

In a critical moment, Li Weishi discovered that the mysterious organization was related to an abandoned time machine experiment, involving him in a reincarnation journey of love and conspiracy.",tbd,tbd
Molecule Builder,PC,"January 15, 2021","This fun and engaging molecule builder will help you test out your chemistry knowledge. Feeling rusty?

First, you can practice your understanding of how atoms in a molecule bond. You will create the links between the atoms to form 3D molecules. 

Once you are done building molecules, you can pick one and apply the VSEPR model to predict the molecule's geometry. 

The last of the exercises is to determine the polarity of the intermolecular bonds and hence, the overall polarity of the molecule. 

This is a fun way to get hands-on experience with all the theory in your textbook.",tbd,tbd
Monica e a Guarda dos Coelhos,PlayStation 4,"December 4, 2018","Monica e a Guarda dos Coelhos is a couch co-op game for one to four players, with a focus on teamwork and cooperation. Featuring the ability to play as a group with (many) heroes from the Brazilian IP Monica and Friends, everyone must have a different role and help to defend the castles against the smudge horde! Use magical bunnies with unique powers, load them into cannons, and fire them at incoming enemies! Monica, Maggy, Jimmy Five, Smudge and their friends from the Lemon Tree Street need your help on a great adventure!",tbd,tbd
Monkey Pirates,Wii U,"June 26, 2014","In Monkey Pirates you control theboat of one of the four Monkey Captains and you fight regarding different game modes over multiples arenas based on four seas environments (Artic, Caribbean, Egypt and China).

In those arenas you'll find multiples bonuses in order to either, improve your weaponry, improve your ship, or some special bonuses for a special effect. You will also have to deal special elements such as icebergs, volcanoes, teleports, maelstroms and shooting turrets.

Do you think you have what it takes to become a true Monkey Pirate?",62,tbd
Monkey vs. Robots,PC,"August 27, 2013",,tbd,tbd
Monochrome Order,Switch,"October 10, 2019",Guide the world toward the right direction through Judgments in a fantasy RPG with multiple endings! The Arbiters’ mission is to use the ancient magic known as “Judgment” to follow their own justice and guide the world to a better place. Get up to 18 allies from your Judgments to try various formations and overcome challenges.,tbd,tbd
