name,platform,release_date,summary,metascore,userscore
Mad Dog McCree,PlayStation 3,"January 22, 2013","There's trouble in old Tuscon. Mad Dog McCree and his gang have kidnapped the town's Mayor and his daughter. To save the town, you will be challenged by a saloon full of outlaws, a hair-raising bank robbery, gunfighters, a slew of old West ambushes, and Mad Dog himself. Blaze your way into town and blast the desperadoes in a classic live-action shooting game!",tbd,tbd
Mad Maestro!,PlayStation 2,"March 12, 2002","The city has announced plans to destroy the concert hall! The hero Takt is a young conductor attempting to recruit the best musicians, from all walks of life to put on a Mega-concert to save the concert hall. Perform perfectly, and you will save the hall and keep music alive for generations to come. Hit a bad note, and you'll be looking for a new gig. The soundtrack features Brahms, Strauss, Mozart, Tchaikovsky, Schubert, Beethoven, and more. [Fresh Games]",65,8.5
Mad Riders,PlayStation 3,"May 29, 2012","Mad Riders, developed by Techland, sees players performing amazing aerial stunts and racing at breathtaking speeds on over 45 stunning tracks from all over the world. To gain the edge on the competition, players will need to use their Boost skill wisely and take advantage of shortcuts hidden in the tracks",71,5.7
Mad Riders: The Daredevil Map Pack,PlayStation 3,"June 26, 2012","The Mad Riders are back for more action, this time in Africa ! Compete in two exclusive championships across Zambia to unlock new vehicles and defy your friends online in 10 exotic races.",tbd,tbd
Madagascar,PlayStation 2,"May 23, 2005","Based on the animated feature film from DreamWorks, Madagascar is the only game that lets players enter the world of four hilarious Central Park Zoo animals - a personality-packed crew made up of a lion, zebra, giraffe and hippo. Players must master each animal's natural skills while adventuring through the exciting city of New York and the dangerous island of Madagascar, interacting with other animals and tackling obstacles and enemies in scenarios from the movie and beyond. [Activision]",69,7.6
Madagascar: Escape 2 Africa,PlayStation 2,"November 4, 2008","Join Alex the lion, Marty the Zebra, Melman the Giraffe, Gloria the Hippo and their entire madcap MadagascarTM crew on a whole new action-packed journey to save the African savannah in the Madagascar: Escape 2 Africa video game. Your favorite characters from Madagascar return and you can play them all! In addition to Alex, Marty, Gloria, and Melman, you also get to play as the crafty penguins, the wacky King Julien and new hippo character Moto Moto! Learn all the moves of each character and choose which character is best for the situation at hand. Adventure through 12 levels and 10 tournament mini-games from othe movie and beyond. Experience the characters, settings and situations established in Dreamworks Animation’s new Madagascar movie. Unique new environments include the Watering Hole, a free roaming area that’s been expanded for the game, the volcano and the plane wreck. Master new and expanded tournament mini-games including twice as much multiplayer action as the first Madagascar! [Activision]",56,6.7
Madden NFL 06,PlayStation 2,"August 8, 2005","With enhancements to the passing game, defensive improvements, and expanded online options, Madden NFL 06 takes you onto the field and into the locker room like never before. The new ""QB Vision Control"" lets you scan the field, look off defenders, and make perfect throws withing your quarterbacks unique field of vision. ""QB Precision Placement"" allows you to put the ball exactly where you want it. Lead the receiver to an open area, throw it behind him so he can come back to it or throw a jump ball and let him go get it. [Electronic Arts]",88,8.0
Madden NFL 07,PlayStation 3,"November 14, 2006","With the exclusive video game license of the NFL and its players, and currently in its 17th installment, Madden NFL 07 puts you in control the running game like never before. For the first time ever, step up as the lead blocker to create a hole, and then take control of the tailback and smash through, overpower, or slash away from would-be tacklers as you fight for every yard. Innovative rushing controls give you a game-breaking ground attack featuring all-new jukes, cutbacks, and the distinct running styles of your favorite backs. [Electronic Arts]",76,4.8
Madden NFL 07,PlayStation 2,"August 22, 2006","With the exclusive video game license of the NFL and its players, and currently in its 17th installment, Madden NFL 07 puts you in control the running game like never before. For the first time ever, step up as the lead blocker to create a hole, and then take control of the tailback and smash through, overpower, or slash away from would-be tacklers as you fight for every yard. Innovative rushing controls give you a game-breaking ground attack featuring all-new jukes, cutbacks, and the distinct running styles of your favorite backs. [Electronic Arts]",84,8.3
Madden NFL 08,PlayStation 3,"August 14, 2007","All-New Read & React System: New player skill icons identify on-field strengths and weaknesses, providing an immediate read on what your opponent is giving you. Quickly react, create mismatches, and exploit opponent weaknesses before every play. All-New Front Office Mode: Take full control of every aspect of an NFL franchise. Construct a state-of-the-art stadium, set concession prices, hire your coaching staff, draft players, and manage the entire operation from the top down to build your dynasty. Your Ring of a Champion: Increase your Madden Gamer Level to help create and customize your own in-game championship ring. Madden Unmatched: All-new player moves, including auto-motion, backward passes and low-hitting tackles, plus ultra-smooth gameplay provide the most realistic NFL gaming experience ever. Control receivers and make spectacular catches or key possession receptions, or roam the secondary and jar the ball loose with big hits and ball-stripping tackles. [EA Sports]",81,6.1
Madden NFL 08,PlayStation 2,"August 14, 2007","All-New Read & React System: New player skill icons identify on-field strengths and weaknesses, providing an immediate read on what your opponent is giving you. Quickly react, create mismatches, and exploit opponent weaknesses before every play. All-New Front Office Mode: Take full control of every aspect of an NFL franchise. Construct a state-of-the-art stadium, set concession prices, hire your coaching staff, draft players, and manage the entire operation from the top down to build your dynasty. Your Ring of a Champion: Increase your Madden Gamer Level to help create and customize your own in-game championship ring. Madden Unmatched: All-new player moves, including auto-motion, backward passes and low-hitting tackles, plus ultra-smooth gameplay provide the most realistic NFL gaming experience ever. Control receivers and make spectacular catches or key possession receptions, or roam the secondary and jar the ball loose with big hits and ball-stripping tackles. [EA Sports]",78,8.8
Madden NFL 09,PlayStation 3,"August 12, 2008","For passionate Madden NFL fans, this year's iteration promises to take authenticity and depth of gameplay to an entirely new level with more than 85 new features and enhancements, including the all-new Virtual Trainer tutorial mode. Utilizing a holographic environment, this mode teaches gamers simple concepts about playing football and how to use the controls in quick, fun and stylized drills. In Madden NFL 09, the game engine is continually assessing the player's performance and adapst a custom experience to every type of gamer, from newcomer to the veteran Madden NFL player. Madden NFL 09 also features a network-inspired broadcast presentation. Players benefit from the authentic football knowledge of an in-booth play-by-play and color commentary team featuring Cris Collinsworth and Tom Hammond. In addition, numerous graphical enhancements have been made, including realistic weather and grass, sleeker player models and exterior stadium views. Madden NFL 09 gives gamers the ability to create online leagues. Avid Madden NFL fans can now take their rivalries online and compete in leagues with up to 32 teams. Online league play features in-depth stat tracking, player trades and a flexible scheduling option. [Electronic Arts]",85,4.4
Madden NFL 09,PlayStation 2,"August 12, 2008","Madden NFL 09 combines a more authentic gameplay simulation experience and deeper game modes for the hard core fans with all-new EA SportsFamily Play, featuring an easy-to-use control system that help rookies master the game. With the new QB Avoidance Stick and new combo moves, plus an enhanced Fantasy Challenge and all-new SuperSim, the franchise takes its next leap in bringing you the ultimate football experience with Madden NFL 09. Anybody can dominate the game like a pro with EA SportsFamily Play. An all-new playcalling system features simplified one-button controls and assisted player movements. All-New Franchise Scoring System - Earn points at season's end in Franchise mode by accumulating a winning record during the regular and post-season, progressing your players from no-name status to superstar caliber, increasing attendance, drafting elite players, and more. New SuperSim - Take full control over the pace of a game by simulating a single play, a quarter, a half, or an entire game. Take the field or take plays off, it’s entirely up to you. Earn Your Stripes - Use points earned in practice to improve your skills and overtake players ahead of you on the depth chart, then do whatever it takes to meet your team’s expectations by reaching key incentives that are written in your contract. Three new league champions with unique special abilities have joined the fray with one goal in mind: knocking you from your championship run. Defeat each champ in the new Champions Stadium at the end of each league and you’ll advance to the next tier. Pull off new combo moves by stringing together multiple actions in succession or direct receivers’ routes when scrambling out of the pocket with your quarterback. An enhanced gameplay system also features the QB Avoidance Stick, allowing your quarterback to avoid pressure while in the pocket by quickly scrambling away in four different directions. [Electronic Arts]",67,6.7
Madden NFL 10,PlayStation 3,"August 14, 2009","Experience first-hand what it's like to Fight for Every Yard in Madden NFL 10. With the all-new Pro-Tak animation technology, players have more control over the outcome of each play. Whether driving a receiver towards the first down, or battling for a fumble at the bottom of a pile, the play won't end until the whistle blows. Add to that the most immersive broadcast presentation and online innovation to date, and Madden NFL 10 captures the authenticity and emotion of the NFL like never before. Pro-Taks's all new animation technology provides unprecedented control over the outcome of every play. Drag defenders towards the first down marker, including up to 9-man gang tackles, fight for a fumble at the bottom of the pile, and evade the rush with all-new quarterback avoidance actions. Enhanced play at the line of scrimmage features a new blocking system that allows the quarterback to step into the pocket and gives the defensive line more control over the rush. Authenticity - Referees peeling players off a fumble pile, the chain gang rushing in to measure for a key first down, and all-new player equipment ensure that if you see it on Sunday, you’ll see it in Madden NFL 10. Fight for Online Dominance - Delivering the most comprehensive online offerings in franchise history, Madden NFL 10 includes new modes to satisfy the competitive and cooperative football gamer. New TV broadcast-style presentation and cinematic cameras bring the suspense and intensity of the NFL to your living room. Enhanced Franchise Mode - Run each aspect of an NFL franchise: draft players, sign free agents, manage the salary cap - just like a real GM. Enjoy all of the action throughout the league via a new, network inspired highlight show. The most customizable version of Madden NFL to date. Alter gameplay options to adjust the experience to your liking. A revamped play calling system and menu takes you to kickoff faster than ever before. Speed up online matches with accelerated clocks, streamlined presentation and more. [Electronic Arts]",85,6.8
Madden NFL 10,PlayStation 2,"August 14, 2009","With the ability to customize player moves, battle for loose balls, dynamic player ratings, updated playbook formations, all-new commentary, and more- Madden NFL 10 will bring you closer to the NFL than ever before! All-new playbook formations for the 2009 season bring the latest playcalling trends into the game, including the wildcat. Experience the excitement of every snap with all-new color and play-by-play by Cris Collinsworth and Tom Hammond. [Electronic Arts]",tbd,7.2
Madden NFL 11,PlayStation 3,"August 10, 2010","Madden NFL 11 promises to redefine the way you experience the game of football. SIMPLER: From 350 plays down to 1, the all-new GameFlow system puts you in the helmet of an NFL quarterback to execute an authentic, situational game plan, one play at a time. QUICKER: 60 minute game times reduced to as little as 30 minutes; spend more time on the field and less in the playbook. FULL games, HALF the time. DEEPER: Madden NFL 11 includes all-new 3-on-3 Online Team Play, improved animations, more intuitive controls, and Madden NFL Ultimate Team...all to the play-by-play of Gus Johnson. [Electronic Arts]",83,6.2
Madden NFL 11,PlayStation 2,"August 10, 2010","Madden NFL 11 promises to re energize the game of football with a fun and exhilarating experience to ignite the passion of every NFL fan. Whether rekindling an old rivalry, taking your create-a-player from NFL rookie to Hall of Famer, or building the ultimate dynasty in Franchise mode, Madden NFL 11 wants every day to feel like Sunday. Experience the passion for football shared by Gus Johnson and Cris Collinsworth as they call the action on the field. Fight for fumbles, customize your own player moves, and feel what it's like to be an NFL superstar with Madden NFL 11. [Electronic Arts]",tbd,7.6
Madden NFL 12,PlayStation 3,"August 30, 2011",Madden NFL 12 is the newest iteration in the Madden football series.,79,5.7
Madden NFL 12,PlayStation 2,"August 30, 2011",Madden NFL 12 is the newest iteration in the Madden football series.,tbd,1.7
Madden NFL 13,PlayStation 3,"August 28, 2012","Powered by the all-new Infinity Engine, true player impact and authentic momentum transfer ensure that no two plays ever look or feel the same. Connected Careers is a new and fully connected universe defined by deep gameplay, unique storylines and social integration.",83,5.5
Madden NFL 15,PlayStation 3,"August 26, 2014",Call plays with confidence using information from millions of online games played by Madden gamers and test your skills through rigorous challenges and conditions in The Gauntlet. Madden NFL 15 gives you the advantage to know your opponent.,tbd,2.6
Madden NFL 16,PlayStation 3,"August 25, 2015","Be the playmaker in Madden NFL 16 with all-new controls that allow you to dominate in the battle for air supremacy. New QB mechanics including body-relative throws and touch passes provide unprecedented depth and control while under center.  Combined with a new risk/reward catch and pass-defend system, get ready for the biggest WOW moments in franchise history.",tbd,2.9
Madden NFL 17,PlayStation 3,"August 23, 2016","Take your team all the way in Madden NFL 17 and put yourself at the center of your team’s Championship run in Franchise mode, delivering all-new ways to play and more decisions to make.  Driven by the most balanced gameplay yet, the deepest commentary in Madden NFL franchise history, along with fun and fresh ways to play modes such as Ultimate Team and Draft Champions, Madden NFL 17 is the most complete Madden…ever.",tbd,2.4
Madden NFL 2001,PlayStation 2,"October 23, 2000","EA Sports steps up to the challenge of Sega's ""NFL2k1"" with mind-blowing graphics and innovative ""Madden Cards"" -- Upper Deck creations purchased with tokens earned by completing in-game challenges which can be used as power-ups during the game.  Match up all current NFL teams as well as great teams from the past in Season, Franchise, or Practice modes.",91,7.5
Madden NFL 2001,PlayStation,"August 22, 2000","Get ready for a dose of bone-crunching football action on the PlayStation 2 with Madden NFL 2001. Madden NFL 2001 features an all-new and exclusive NFL Coaches Club license, which means you'll see coaches on the sidelines and hear them yelling encouragement, comments and criticisms. Madden 2001 also features individualized details, easy-to-use interface, dynamically enhanced audio and play-by-play recorded with John Madden and his broadcast partner, Pat Summerall, and more!",90,6.8
Madden NFL 2002,PlayStation 2,"August 19, 2001","The industry football standard returns featuring the Houston Texans, new player face and body technology, the ability to create your own team with custom helmets, uniforms, and stadiums, and a new training mode that let's you learn from Madden, the master himself.",94,7.3
Madden NFL 2002,PlayStation,"August 13, 2001","While Madden 2002 isn't reinventing football on the PlayStation, it is really the best you're going to get on the system.",88,7.3
Madden NFL 2003,PlayStation,"August 13, 2002","The game of football just got more real with Madden NFL 2003.  This year's installment of the Madden NFL Football series features more depth, new animation, realistic player AI, and in-depth play modes.  Hop on John Madden's Cruiser Tour Bus and travel to all NFL cities to complete skilled tasks in the all-new Mini-Camp mode.  The improved graphics and presentation now show sidearm QBs, gang-tackling, stand-still receiver catches, and more than 300 realistic player faces.  Madden NFL 2003 gives you more control than ever before, with faster game speed, a more finely tuned passing game, and independent audibles for defensive line, linebackers, and defensive backs.",tbd,7.6
Madden NFL 2003,PlayStation 2,"August 12, 2002","Take Your Game Online: Access an online community where you can meet, chat, and play head-to-head against other gamers. Audio Dream Team: Dynamic play-by-play and analysis by Madden and Michaels. All-New Mini-camp: Hop on John Madden's Cruiser Tour Bus and travel to all NFL cities to complete skilled tasks. Create-A-Playbook: Customize receiver routes, player formations, and your team's entire playbook. Deepest Franchise Mode Ever: Play 30 years of Franchise mode and draft players each season with tips from your scouts. [EA Sports]",95,7.6
Madden NFL 2004,PlayStation 2,"August 12, 2003","[Metacritic's 2003 Playstation 2 Game of the Year] Key Features for 2004 include New Playmaker Control - Make pre-snap adjustments to your receiver routes, direct receiver routes during a scramble, direct blocking down field during a run, or read and react to the offense to deliver a crushing tackle; New Owner Mode - Hire your own staff, set your team's ticket prices, build your own stadium, reward key players with signing bonuses and boost player attributes in Mini-Camp drills; Most Realistic NFL Playbooks Ever -  Tons of new trick plays, multiple formation variations, and the deepest NFL playbooks from all 32 officially licensed Coaches Club Head Coaches; New Animations and Enhancements - New QB scramble transitions to improve throwing on the run, stumbles, open field blocks, whirlwind defensive reaction moves, sideline wrap tackles, and out of bound pushes. [Electronic Arts]",94,8.2
Madden NFL 2004,PlayStation,"August 12, 2003","In its 14th season, Madden NFL Football isn't showing signs of slowing down. Madden NFL 2004 adds new features such as Playmaker Control and Owner Mode to it's deepen its football simulation. This year, players can make adjustments after the snap and create championship caliber plays with the easy-to-use Playmaker Control. The new Owner mode allows you build and manage your own stadium in addition to your own team. Compete against other players through EA Sports Online Tournaments. With new plays, modes, and online play, Madden NFL 2004 is the most complete, authentic installment in the series yet.",tbd,8.2
Madden NFL 2005,PlayStation,"September 7, 2004","Madden NFL 2005 introduces the Hit Stick, a new feature that lets players turn a game around with a crucial tackle. Along with all-new defensive preplay controls and defensive artificial intelligence enhancements, the defense now has a diverse arsenal of weapons available. Also, the depth of Franchise mode grows with the addition of Storyline Central, a weekly radio talk show that discusses current stories regarding your team and the league. With even more Franchise mode additions, hundreds of new animations, and the new Create-a-Fan feature, Madden NFL 2005 takes the series to the next level.",tbd,7.3
Madden NFL 2005,PlayStation 2,"August 9, 2004","Force the action on defense in Madden NFL 2005. New defensive tools allow you to make more plays and be in on all of the action. The all-new Hit Stick lets you lay the big hit to turn the momentum of the game in your favor. Modify pre-snap assignments, including double teams and player-specific match ups, for any defensive player on the field. With the new Storyline Central, you get the inside scoop around the league from radio host Tony Bruno, along with local and national newspapers, to help you make critical franchise decisions. New Hit Stick — Change the momentum of a game by using the right analog stick to make a huge hit, force a turnover, and send the crowd into a frenzy. Time it just right or you'll get burned for a big play. Enhanced Franchise Mode — Players now react to everything that happens in the franchise—reward a hard-working player by naming him team captain or trade away unhappy players. The new game-by-game progression system rewards players for their performance during the season. Your team's crowd is now customizable with new Create-a-Fan. Be on the lookout for team-specific super fans via all-new 3D fan scenes. New EA SPORTS Online - Take on the best Madden players in quick tournaments, or compete in a mini-game of Rushing Attack. Improved EA SPORTS Fair Play keeps the playing field level. [Electronic Arts]",91,8.0
Madden NFL 25,PlayStation 3,"August 27, 2013","The most significant change in Connected Franchise is the introduction of Owner mode. Take control of your franchise and manage all aspects of the day-to-day operation of your team. Create yourself as an owner or take on the persona of one of the NFL’s 32 current head honchos. Hire and fire personnel, set prices on everything from parking to concessions, manage stadium upgrades or even build a new one if your current facility just isn’t cutting it. Or, if you’d prefer a truly fresh start for your team, you can relocate your franchise to a new city and try to build a new fanbase from scratch.",76,4.2
Madden NFL Arcade,PlayStation 3,"November 24, 2009","[Playstation Network]  Feel the excitement of the NFL with a fun, fast-paced, 5-on-5 football experience. Madden NFL Arcade for brings the 10 best players from each of the 32 NFL teams on offense and defense together to battle it out on the gridiron. No penalties, no clock, just pure adrenaline, as each team has four downs to march 60 yards downfield for the score. Madden NFL Arcade takes everything you love about your favorite NFL stars and stadiums and brings them to life in a fun, high-scoring gridiron battle! [Electronic Arts]",60,6.8
Made Man: Confessions of the Family Blood,PlayStation 2,"April 2, 2007","Made Man is based on real-world events and will allow players to assume the role of Joey Verola as he is indoctrinated into the dark world of organized crime and relive his life - every moment, every kill - as he rises through the ranks to become a ""Made Man"". Game created in conjunction with David Fisher, an accomplished author and respected authority on the Mafia, who possesses unparalleled knowledge and access into the inner workings of organized crime; Authentic Mafia-inspired gameplay scenarios, including bookmaking, racketeering, loan sharking, hijacking, assassinations, numbers running and high body count family wars; Over 25 weapons to master, including a Beretta, shotgun, machine gun and more; Full complement of melee weapons - chairs, pool cues and balls, bats, telephones - in the environments that can be used to wreak havoc, unleash pain and gain respect; Human shield/disarm mechanics for taking cover and getting out of sticky situations; Picture in Picture system, providing the player with greater awareness of the in-game action; and 20 diverse and fully-deformable environments. [Acclaim]",45,tbd
Mafia,PlayStation 2,"January 28, 2004","Mafia brings the 1930's underworld to life in this 3rd person 3D action game. Rise from the lowly but well-dressed footsoldier to the envied and feared Made Man in an era of big bands, zoot suits and Model T's. Take on the role of a hitman, enforcer, getaway driver and more in your struggle for respect, money and power within the Salieri Family. Arriving on console, Mafia has been enhanced to deliver an awesome experience that will make the Cosa Nostra look like a bunch of choirboys. [Gathering of Developers]",65,8.3
Mafia II,PlayStation 3,"August 24, 2010","Featuring a deep mobster-driven narrative packed with both behind-the-wheel and on-foot action, Mafia 2 is the sequel fans have been clamoring for. Like the original Mafia title, Mafia 2 immerses players in the mob underworld of a fictitious late 1940's-early 1950's scenario. Players easily become engaged in the game's cinematic Hollywood movie experience with strong, believable characters in a living, breathing city. [2K Games]",75,8.0
Mafia II: Director's Cut,PlayStation 3,"March 30, 2011","Welcome to the society of the chosen. Live the life of Vito Scaletta, a small-time gangster with plenty of ambition and a talent for taking care of business. As Vito rises through the ranks of a powerful mob family, he discovers that life as a wise guy is as dangerous as it is glamorous. In a gripping and stylish action adventure, Vito must prove himself an efficient enforcer, a skilled getaway driver and a reliable hit-man. Set in a mythic post-war America, Mafia II: Director’s Cut tells an intense story of friendship, loyalty, betrayal and revenge.",tbd,8.3
Mafia II: Jimmy's Vendetta,PlayStation 3,"September 7, 2010","Meet Jimmy, in this new downloadable pack. A gun for hire, Jimmy helped clean up other people's messes until he was betrayed by the people who hired him. Now it's payback time. Many new city based missions and new locales give you plenty of reasons to head back to Empire Bay. For more replay action, work to outrank your friends as you rise up the leaderboard.",67,7.8
Mafia II: Joe's Adventures,PlayStation 3,"November 23, 2010","Joe's Adventures offers an engaging narrative and allows players to explore new locations, including a train station, the cathouse, a boat yard, a seasonally changing lakefront and some never-before-seen buildings in Empire Bay. This exciting new chapter in the Mafia II saga includes new clothing, collectibles and even more classic 40's and 50's music. In addition to the story-based missions, Joe's Adventures opens up a slew of optional city-based quests packed with arcade action gameplay and a points-based system that allows players to move up the ranks on the online leaderboard through combos and multiplier bonuses. Deadly executions by head shot or charged explosives rack up points, and precision-timed vehicular power slides, lofty jumps and feats of supercharged speed maintain the adrenaline-charged fun for extensive replayability.",tbd,8.5
Magic Orbz,PlayStation 3,"January 15, 2009","Smash your way through nearly 50 fun locations, featuring pirates, sharks and castles filled with noble knights and courtly ladies. Challenge a friend to see who can clear the area first, or work together to finish in record time. Power up with over 24 unique upgrades to your game paddle. Supports in-game live voice communications, and 12 wacky trophies for maximum ball-bashing fun. [Creat Studio]",66,7.3
Magic Pengel: The Quest for Color,PlayStation 2,"June 26, 2003",Take the adventure game role of a lifetime as a Doodler -- a special person capable of drawing your own cast of characters and watch them come alive as active 3D cast members in one of the most original games of all time. Your Doodles are granted awesome powers so you can compete in arenas all across the realm. All the characters you draw become automatically animated as 3D interactive Doodles. As you progress in the adventure you'll earn new colors and parts for your Doodles! Your imagination is the only limit to the style or type of Doodle you create. Save up to 200 individual Doodles on one Memory Card (8MB). Battle it out against a friend in 2-Player Matches to see who can make the greatest Doodle of them all! [Agetec],74,7.5
Magic: Duels of the Planeswalkers 2014,PlayStation 3,"June 25, 2013","Available on the Android platform for the first time ever in addition to iPad, Xbox LIVE Arcade, Steam and PlayStation Network, Magic 2014 - Duels of the Planeswalkers will offer players exciting new features as they partner with Planeswalker Chandra Nalaar to track down a manipulative and dangerous Planeswalker foe. An immersive storyline and strong integration with the Magic 2014 - Core Set ties the experience together for players, culminating in an end-of-summer Magic Celebration that brings all Magic fans together in stores across the world.",80,5.8
Magic: Duels of the Planeswalkers 2014 - Expansion,PlayStation 3,"September 24, 2013",,tbd,tbd
Magic: The Gathering - Duels of the Planeswalkers,PlayStation 3,"November 23, 2010","An extension of the world's premier trading card game, Magic: The Gathering - Duels of the Planeswalkers brings a pulse-pounding mix of strategic thinking, fantastic artwork, and arcade-style thrills to PSN. Experience an epic game of fantasy and strategy, as never before, when you take on the mantle of a planeswalker - a powerful mage capable of traversing the infinite planes of existence - and forge your destiny!",tbd,6.9
Magic: The Gathering - Duels of the Planeswalkers - Duel the Dragon,PlayStation 3,"November 23, 2010","Take on Magics iconic dragon Planeswalker Nicol Bolas, one of the new opponents featured in this expansion. Plus, three new playable decks; three new unlockable cards for each of the eight original decks, three new puzzling challenges, and new Two-Headed Giant co-op levels. Put your spell-slinging skills to the test and defeat the new single-player campaign to unlock Sarkhan Vols and Jace Belerens new Planeswalker decks!",tbd,tbd
Magic: The Gathering - Duels of the Planeswalkers - Expansion 2,PlayStation 3,"November 23, 2010","Take on Magics ancient vampire Planeswalker Sorin Markov in this expansion. Plus, three new playable decks; three new unlockable cards for each of the eleven previously released decks, three new achievements, five new puzzling challenges, and host migration for multiplayer. Put your spell-slinging skills to the test and defeat the new single-player campaign to unlock Nicol Bolass ""Eons of Evil"" Planeswalker deck!",tbd,tbd
Magic: The Gathering - Duels of the Planeswalkers - Expansion 3,PlayStation 3,"November 23, 2010","Take on Magics troubled Planeswalker Sarkhan the Mad in this expansion. Plus, three new playable decks; three new unlockable cards for each of the fourteen previously released decks, three new achievements, four new two-headed local co-op levels, and five new puzzling challenges. Put your spell-slinging skills to the test and defeat the new single-player campaign to unlock Sorin Markovs ""Master of Shadows "" Planeswalker deck!",tbd,tbd
Magic: The Gathering - Duels of the Planeswalkers 2012,PlayStation 3,"June 14, 2011","Building on the success of the original Duels of the Planeswalkers, Duels of the Planeswalkers 2012 will introduce all new game modes, Planeswalker opponents, decks, puzzle challenges and other exciting new features including a new-to-digital multiplayer game mode called Archenemy where players gather up to two allies and team up against the AI.",74,6.6
Magic: The Gathering - Duels of the Planeswalkers 2012 - Expansion,PlayStation 3,"September 14, 2011",Duels of the Planeswalkers 2012 Expansion will include the ability for players to take on the roles of the Archenemy. ,tbd,tbd
Magic: The Gathering - Duels of the Planeswalkers 2013,PlayStation 3,"June 19, 2012","Face a greater challenge with Magic: The Gathering - Duels of the Planeswalkers 2013! 

In the latest version of this hit franchise, play with friends or the AI as you travel across fantastic planes, take on new encounters and opponents, solve challenging puzzles, and face up to three other players in the Planechase multiplayer format. After honing your skills, pit yourself against the ultimate villain of the Multiverse, the dragon Planeswalker Nicol Bolas.

Featuring ten customizable decks, Magic: The Gathering - Duels of the Planeswalkers 2013 offers new features including individual records for your game play, new game items to unlock, and, for those already skilled in slinging spells, the option to choose what lands to tap when you cast your spells.",75,7.3
Magic: The Gathering - Duels of the Planeswalkers 2013 - Expansion,PlayStation 3,"September 18, 2012",,tbd,tbd
Magician Lord,PlayStation 3,"December 21, 2010",Magician Lord is a launch title for the NEOGEO Station on the PlayStation Network.,tbd,tbd
Magna Carta: Tears of Blood,PlayStation 2,"November 16, 2005","Revenge is the only thing that can erase this hatred. In the land of Efferia, humans and native-Efferians uneasily co-exist in the clutches of an endless war. A young man out for revenge against the natives finds a girl who has lost her memories. Where will destiny lead them...? A 50+ hour fantasy that unfolds through amazing CGI cut-scenes and fully voiced dialogue. Unlock the secrets of the Carta System and unleash magical fury. Character designs are created by renowned Korean Artist, Hyung Tae Kim bring the world of Efferia to life. Unique real-time battle systems allow you to position yourself anywhere on the battlefield.",66,7.2
Magrunner: Dark Pulse,PlayStation 3,"October 22, 2013","In Magrunner - Dark Pulse, the hero Yoshi and his robotic dog Newton enter the Gruckezber Magtech Challenge, a technology competition drawing contestants from around the world with a 1 million credit grand prize. They soon discover that this friendly game has a much darker purpose behind it. Now only this intrepid duo and Yoshi's mutant mentor Gamaji stand between the earth's survival and eldritch annihilation.",72,tbd
Magus,PlayStation 3,"February 25, 2014","Dating to the creation of the world and mankind, loyalty to the gods and their whims was the central point of the lives of all who inhabit the lands created by the divine. However, as the gods disappeared from people's daily lives, their power and influence began to wane, and cynicism and secularism replaced piety and belief. Amidst the world's slow abandonment of the gods, a profoundly devotee and servant of the gods named Kinna infiltrated one the many prisons of the Waterfall Realm in hopes of finding one who would become a god. Encountering Magus, a prisoner who has spent his entire life incarcerated, she believes that she has found who she was sent to look for. After claiming the powers that were his birthright and learning his true identity, Magus, with Kinna by his side, takes his first steps towards an unknown future. ",32,4.5
Mahjong Tales: Ancient Wisdom,PlayStation 3,"January 8, 2009","[Playstation Network]  The classic game comes to the PlayStation Network, combining the hottest features of Mahjong into a single game featuring a narrated story mode that whisks players away into a storybook adventure, revealing hand-illustrated ancient Chinese tales. Mahjong Tales delivers multiple game modes and features trophy support. [SCEA]",47,7.1
Mahjongg Artifacts,PlayStation 3,"June 15, 2010","A prequel to Mahjongg Artifacts: Chapter 2, the Story Mode of Mahjongg Artifacts introduces players to the start of the adventure through graphic comic scenes.  As players explore five ancient cultures and master more and more complicated Mahjong layouts, they will uncover lost relics as well as special tiles that will help them in their quest. The Classic mode of the game will allow players to choose which layouts and tile sets they want to complete, while Endless Mode constantly produces a never-ending arrangement of tiles, which will provide a limitless challenge.",tbd,tbd
Majin and the Forsaken Kingdom,PlayStation 3,"November 23, 2010","In Majin and the Forsaken Kingdom, a once thriving society is suddenly engulfed by a dark force that nearly eradicates all of its inhabitants. Many tried to reclaim their fallen homeland but were annihilated by strange warriors who rose from the darkness. A hundred years later, a cunning young outsider is drawn to this forsaken kingdom where he encounters and befriends Majin, a mysterious monster-like being with incredible strength. Now in an effort to restore the empire, the two set out to uncover Majin's forgotten past and the secrets that lie within the ancient land.",72,7.9
Major League Baseball 2K10,PlayStation 2,"March 2, 2010","Many ways to play - Whether you feel like playing a single season, or building a dynasty over multiple years in Franchise mode, we’ve got you covered. Home Run Derby - Outslug baseball’s most feared power hitters. Situation Mode - No time to play a full game?  Choose a custom scenario as your starting point and jump right in. Put your manager cap on -  You’re not playing the game, you’re controlling it. Make the lineups, pitching changes, substitutions and strategy decisions as you try to outwit your opponent. Battle Online - Play head-to-head against anyone, anywhere, anytime. [2K Sports]",tbd,tbd
