name,platform,release_date,summary,metascore,userscore
RC de GO!,PlayStation,"November 9, 2000","Fans of RC racers will surely find the game to be the most legitimate interpretation of the hobby on a console system to date, not to mention the most fun.",80,tbd
RPG Maker,PlayStation,"September 19, 2000","For the first time ever, RPG fanatics are given the chance to be true game designers. You construct an entire RPG using the massive library of in-game design tools: plot your story path, create an incredibly nasty boss, customize dungeons and maps, even animate your own title screen. When your RPG masterpiece is complete, save it and challenge friends to play through your one-of-a-kind fantasy adventure creation.",66,7.7
RayCrisis: Series Termination,PlayStation,"October 25, 2000","An ambitious and unethical scientist, a secret experiment gone horribly awry, and an artificially intelligent supercomputer gone mad; all the necessary ingredients for the imminent extinction of mankind. You are humanity's last hope, a hotshot pilot given the unenviable task of flying an experimental fighter into the dark heart of the Con-Human Network. Seize the controls of three Wave Rider spacecraft, each equippped with the WR-01 primary weapon array, WR-02 secondary lock-on laser system, and WR-03 single-use weapon for emergency situations. RayCrisis: Series Termination is the final entry in Taito's acclaimed trilogy of shooters, and it bombards your CRT with an abundance of fourth-generation optical stimulation: multilevel scrolling, transparency and lighting effects, and enough polygons to overload your cerebral cortex. Dodge, weave, and blast through two play modes, disintegrating wave after wave of relentless bogeys, to achieve high scores and unlock hidden bonuses. Prepare your senses, reinforce your nerves, and limber your trigger finger - the final assault has begun!",67,tbd
RayStorm,PlayStation,"December 31, 1996","Grab your oxygen mask and jump into the future of interplanetary defense. The year is 2219AD, and Earth's Star Federation has unleashed the R-GRAY advanced tactical combat fighter to save the planet from certain destruction at the hands of the bloodthirsty Secilia Federation. Despite impossible odds, you must now command a specially outfitted R-Gray fighter to defend Earth from certain destruction. Each fighter is equipped with lock-on lasters, pulse lasers, and a single devastating assault laser array that can destroy all sighted targets as once. Even with this technology at your disposal, the battle will not be easy. Earth's forces are depleted, and the merciless hordes of Secilia will settle for nothing less than complete annihilation of Earth. Fortunately, Star command has created two R-GRAY prototypes, so if you need extra firepower, a skilled friend can fly at your side. Whether you fly solo or with a friend, the intense sound, action, and arcade-perfect Hyper-3D visuals will blow you away!",79,7.5
Rayman Rush,PlayStation,"March 26, 2002","Rayman's world kicks into multiplayer overdrive in this total competition crash course with the cast of Rayman 2. Smoke the competition on mind-bending racecourses, or spark up a lum-flinging firefight in the battle arena. And with 8 characters, 24 maps and up to 4 combatants, now Rayman's got more ways to reign supreme than ever.",62,5.5
Razor Freestyle Scooter,PlayStation,"December 11, 2000","While the game is aimed at a younger crowd, it still manages to be good, albeit short-term, fun.",65,tbd
Ready 2 Rumble Boxing: Round 2,PlayStation,"November 9, 2000","Ready 2 Rumble: Round 2 has more boxers and moves than the first game, but aside from a few slight changes here and there, the game remains largely unchanged.",68,tbd
Resident Evil,PlayStation,"March 30, 1996","Raccoon City has been completely overrun by mutant beasts and bloodthirsty zombies. You are a member of S.T.A.R.S.--a rescue squad sent into the community to investigate the ominous mansion at the core of the disaster. Take the role of operative Jill Valentine or Chris Redfield and uncover the secrets behind a radical, genetic research facility. With an array of weapons to master and horrors around every corner, the ultimate test may be just to make it out alive.",91,9.5
Resident Evil 2,PlayStation,"January 21, 1998","Ready or not, the terror of Resident Evil 2 is here.  In chapter one, the case of the disastrous T-virus outbreak--a mutagenic toxin designed for biological weapons--was eventually closed but the experiments were far from over.  Control the destiny of Leon Kennedy or Claire Redfield as their nightmare begins when a biotech terror runs rampant in Raccoon City.  Relentless zombies and hideous monsters are all out for a taste of your blood.  If the suspense doesn't kill you, something else will.",89,9.3
Resident Evil 3: Nemesis,PlayStation,"November 11, 1999","A month and a half have passed since the mansion lab incident and now the secrets come back to haunt you in Resident Evil 3: Nemesis. Join Jill Valentine in her attempt to escape a nightmarish city in ruins. Around every corner lurk hordes of flesh-eating zombies, hideous mutants, and a relentless new nemesis. You'll soon rely on cunning and brute force to stay alive. The Resident Evil series has taken a horrifying turn, unveiling new layers in the Umbrella Corporation's devious activities.",91,9.6
Resident Evil: Survivor,PlayStation,"August 30, 2000","At last a first-person shooting gamer based in the Resident Evil world.

You play a character involved in a helicopter accident over an isolated town. He survives the wreckage but has temporarily lost his memory. Unsure of his identity and completely isolated, his next terrifying revelation is that the town is infested with zombies! With a gun as his only protection he must attempt an escape. During his nightmarish struggle clues are slowly revealed about the extent of the horror he is involved in and what his true identity may be.... ",39,6.2
Roadsters,PlayStation,"March 21, 2000","Buckle up and brace yourself for the big time baby. This isn't just high speed racing on 10 different adrenaline pumping tracks with changing weather conditions and super responsive vehicle handling. It's street smarts. With Roadsters, the best driver, doesn't always win. Betting and trading cars are a major part of gameplay. Earning cash gives you the chance to upgrade your vehicle and change divisions.",tbd,tbd
Rollcage Stage II,PlayStation,"October 10, 2000","The game may not have the lasting appeal of Psygnosis' Wipeout or Namco's Ridge Racer, but it has enough gameplay, eye candy, and bonus secrets to put it near the top of what the PlayStation has to offer.",85,8.4
Runabout 2,PlayStation,"May 19, 2000","In Runabout 2 you have been recruited by a secret agency to undertake a range of dangerous, hi-octane driving missions. Only you can help save the world by tearing through the city streets in one of many crazy vehicles. Along the way you can unlock over 90 secret items to help you in your mission. Recover powerful ancient artefacts, defuse bombs, transport parcels and dodge the cops in a white-knuckle ride to each checkpoint. Do you have what it takes to become the world's greatest driver?",49,tbd
Saiyuki: Journey West,PlayStation,"August 13, 2001","A Journey of Friendship...A Journey fraught with Danger...A Journey to Save the World...A Journey West. Based on one of the most popular legends of China, Saiyuki takes you on an epic journey from China to India and back. Recruit the Monkey King, Son Goku, and others like them to defeat untold monsters along the way.",73,8.2
Scooby-Doo and the Cyber Chase,PlayStation,"October 4, 2001",,tbd,7.1
Sheep,PlayStation,"November 6, 2000","They've travelled millions of miles, across the galaxies, their mission was simple, ""Pose as stupid creatures and study the habitat"". The sheep soon forgot their mission and preferred instead to enjoy the sunshine and wallow in the lush green pastures. Now it's time for them to return home. Your task is to guide the Sheep back to their celestial ancestors, saving them from the perils of electric fences, shark-infested ice cream and combine harvesters. It's not as easy as it sounds, especially when your sheep flock off in the other direction!

",71,tbd
Silent Hill,PlayStation,"January 31, 1999","A young man searching for his daughter - struggling to exist in a place between reality and hell -  a town hiding gruesome, dark secrets. Follow a trail of blood and mutilation to snatch a loved one from the clutches of a demonic power. Enter an alternative dimension where death is no escape. Welcome to the madness that is Silent Hill...",86,8.8
Silhouette Mirage,PlayStation,"December 31, 1999","In an apocalyptic future, the Edo computer has gone beserk, dividing the world's inhabitants into two mutant classes. Silhouette and Mirage. Now, the watchguard computer safety system has sent forth the Messenger of Justice to travel to Edo and repair the damage before the world is lost forever. As the Messenger, Shyna Nera Shyna, blast, beat, and bash your way through seven wild and bizarre stages using friendly parasite weapons to aid your advance against wacky enemies, huge fully-animated bosses, and devilshly difficult obstacles. Providing the utmost in playability and replayability, the game wizards at Treasure, the brilliant minds behinds such international hits as Gunstar Heroes™, Dynamite Headdy™, Mischief Makers™, and Guardian Heroes™ have come up with another sure-fire classic that pushes the 2-D capabilities of your PlayStation® game console to its limit, and come up with a hit!",69,7.3
Smurf Racer!,PlayStation,"April 1, 2001","The smurfs are back and they're hitting the track in this hilarious, fun-filled, Smurf Racing adventure. Guaranteed to cause laughter from start to finish!",52,tbd
SnoCross Championship Racing,PlayStation,"August 22, 2000","Strap on your goggle and helmet, choose your favorite sled and hit the courses. Gain experience day and night, sun, rain or snow, racing on the icy flats of Murmansk, the slopes of Aspen and the tunnels of Nagano.",66,tbd
Spec Ops: Covert Assault,PlayStation,"June 28, 2001",The Rangers are back in Spec Ops: Covert Assault. The action is as intense as ever in your mission to infiltrate highly guarded areas and to lead your team through the dangers that lie ahead. Move out!,tbd,7.2
Spec Ops: Ranger Elite,PlayStation,"April 29, 2001",The squad premise of the game serves only to throw a few meaningless options into an otherwise thin game.,48,6.7
Speedball 2100,PlayStation,"October 24, 2000","Even though it's not quite up to prevailing standards, Speedball 2100 still packs quite a bit of wallop.",60,tbd
Spider-Man,PlayStation,"August 30, 2000","YOU DON'T JUST PLAY IT... YOU LIVE IT 

He spins a web, swings across the sky and lands with a somersault onto the Daily Bugle building. Who is this masked hero? It's you! Fight, jump and web-sling as Spider-Man as you take on a legion of sinister villains.

The city is depending on you. Start swinging...",87,8.6
Spider-Man 2: Enter: Electro,PlayStation,"October 19, 2001","The city is at risk, and only you can save it from the evil clutches of an old enemy: the powerful Electro. He has a mysterious new device that will make his million volts of destruction even more deadly. But, with Spider-Man on the job, Electro is in for the shock of his life.",74,8.4
Spyro: Year of the Dragon,PlayStation,"October 23, 2000","Thieves have kidnapped a brood of dragon eggs, while, elsewhere in the Dragon Lands, a gateway to the Forgotten World has been uncovered. Sent to recapture the eggs, Spyro the Dragon, and his best friend Sparx, face a journey into uncharted territory against his most fearsome enemy yet - the Sorceress! All new playable characters, frantic challenges and new exciting worlds to explore - the Year of the Dragon begins here!",91,8.9
Star Ocean: The Second Story,PlayStation,"May 31, 1999","In an endless sea of stars, at the edge of the universe, a single fateful encounter is about to take place. The Gods have hurled a deadly meteorite into an unsuspecting planet, unleashing powerful mysterious and sudden chaos. Now, two people from different worlds will collide into a journey so deep, they might never make it back. ",80,8.4
Star Trek: Invasion,PlayStation,"June 29, 2000","Stardate 54101.02
It's the 24th Century: Borg vessels are rapidly approaching near space, Romulans are suddenly attacking Federation vessels and a respected Starfleet Captian has turned renagade, taking his ship with him! As a hotshot pilot in the elite Red Squad tactical strike force, under the command of Lt. Commander Worf, you must uncover the plot behind this deadly pattern of events and fight back to save the universe from a doomsday scenario. Flying a prototype single seat combat fighter, codenamed ""Valkyre"", you and your squad members are in for the fight of your lives...",76,7.5
Star Wars: Demolition,PlayStation,"November 12, 2000","Star Wars Demolition might seem like some half-baked attempt to cash in on the Star Wars license, though it's actually a competently executed game.",63,7.2
Street Fighter Alpha 3,PlayStation,"April 30, 1999",Street Fighter Alpha 3...scores a triple K.O.!,93,8.4
Strider 2,PlayStation,"July 29, 2000","Out from the underbelly of a dark and dangerous future, emerges an elusive hero who wages war for peace and justice. Now, one of the world's most legendary heroes, Strider Hiryu, returns on the PlayStation® game console. Armed with his light sword, Cypher, Strider blazes through the darkness to battle the evil dictator, Grandmasters. Featuring 2 discs of gritty action adventure, this highly anticipated sequel also includes an incredible bonus... the original Strider game.",69,8.3
Strikers 1945,PlayStation,"March 27, 2001","Psikyo's take on the classic conventions strike as true as most modern attempts, and the fans of such games should welcome the results.",63,7.4
Stuart Little 2,PlayStation,"July 17, 2002","Join Stuart Little on his fun-filled journey through grand Manhattan. The evil Falcon has stolen some of the city's most precious jewelry and it's up to Stuart to get them back! Luckily, Stuart wants your help and with it, the sinister Falcon doesn't stand a chance!",62,7.1
Suikoden II,PlayStation,"August 31, 1999","Sequel to the early PlayStation RPG. As a member of the Alliance, a military force only really hinted at in the original, you play the unwitting hero of the game: an orphan who has been raised by a quiet, unassuming battle hero in a seemingly ancient war. Alongside you in the ranks is your best friend Jowy, a boy born of nobility but who has never been able to receive approval in his stubborn father's eyes. As the game begins, you are immediately tossed into a tale of political strife, betrayal and war on a grand scale beyond your scope in the early stages. As the game wears on, the plot will twist, turn and develop in numerous ways that expose the personalities of each of the characters involved. The battle system is turn-based, with the option to equip Runes for special abilities, combine party member attacks to create chain combos or devastating spells, and the option to run the battle in Auto mode.",82,9.1
Super Puzzle Fighter II Turbo,PlayStation,"November 30, 1996","Burst right into the feverish puzzle action that combines irresistible, addictive fun with famous Capcom characters. Beat your opponent to the punch by stacking block after block in strategic patterns and color combinations. Be the first to fill the opponent's screen with blocks and K.O. you win! But get ready for more, because you can't play just once.",83,8.5
Super Shot Soccer,PlayStation,"June 14, 2002",Super Shot Soccer is a pretty fun game that's a little short on options but not bad on offering up some well-rounded soccer gameplay.,70,6.7
Supercross,PlayStation,"November 21, 2000",A mere $40 investment stands between you and one of the best arcade-style motorcycle racing games the PlayStation has to offer.,73,tbd
Surf Riders,PlayStation,"August 1, 2000","Take on the worlds gnarliest waves in this awesome 3D surf simulator endorsed by ""The Pipemaster"", legendary surfer Gerry Lopez. Ride the best that California, Hawaii, France, Australia and Japan have to offer. Choose from 15 officially licensed boards: T&C, Local Motion, Natural Art, Pearson Arrow and Gerry Lopez himself. You can even learn to master the pipe and a full-on 360 turn. Adheres to A.S.P. official rules. Three levels of difficulty to choose from.",64,tbd
Sydney 2000,PlayStation,"July 31, 2000","If you buy into the whole button-mashing mentality of track and field games, you'll find that Sydney 2000 turns in a solid, finger-numbing performance.",57,6.6
Syphon Filter,PlayStation,"January 31, 1999","While it may not be an original concept, the game is truly greater than the sum of its many parts.",90,8.6
Syphon Filter 3,PlayStation,"November 5, 2001","Syphon Filter 3 looks, plays, and feels more like an expansion pack for the previous games than a true sequel.",73,8.6
Tales of Destiny II,PlayStation,"September 10, 2001","Embark on a heroic journey to discover the truth behind an enigmatic stranger and the ominous message she brings. For years, life in the sleepy village of Rasheans was routine and peaceful - that is, until the day a spacecraft crashed in a nearby forest leaving nothing but wreckage, a mysterious girl, and a desperate warning of catastrophe. Join Reid, Farah, and other valiant heroes as they set out to discover the origin of the stranded girl and the truth behind the fate of their worlds. ",78,8.5
Tekken 2,PlayStation,"August 25, 1996",More than a sequel. The undisputed #1 fighting game on the planet.,89,8.3
Tekken 3,PlayStation,"April 29, 1998","An ancient evil force has reawakened, attacking in secret and feeding on the souls of mighty warriors. To lure it out of hiding will take the greatest fighting contest the world has ever seen...Tekken 3. Some are fighting for revenge, some for honor, Ultimately, all are fighting for their lives and the fate of all mankind.",96,9.1
Tenchu 2: Birth of the Stealth Assassins,PlayStation,"August 7, 2000","Before the events of Tenchu, the House of Gohda is rocked by betrayal. As shadow warriors Rikimaru, Ayame and Tatsumaru, you are called on to restore pride to the name of your master. For you have been born to a life of honor... a life of stealth. Discover even more ways to slay your foes with 21 new stealth kill techniques. Take on the role of three ninja assassins, each with their own story and fighting techniques. Strike from the shadows in 29 new day and night stealth missions. Utilize a variety of new ninja weapons and items, like flaming arrows and invisibility.",77,8.7
Tenchu: Stealth Assassins,PlayStation,"August 31, 1998","Prowl and strike with lethal precision as ninja assassins Rikimaru or Ayame in the shadowy world of feudal Japan. Armed with mystical weapons and sheer cunning, you must shed blood with discretion and move without detection. For only the unseen survive. Master dozens of motion-captured ninja moves as you disembowel fearsome samurai, wild beasts, and evil demons. Wield 20 stunning death-dealing devices, including throwing stars, grappling hooks, caltrops and more. Stalk the towns, temples, forests, caves and dungeons of 16th century Japan in 10 deadly missions.",87,8.7
The Dukes of Hazzard II: Daisy Dukes It Out,PlayStation,"November 7, 2000","Rabid Dukes of Hazzard fans may enjoy the game, but game players with more discerning tastes probably won't.",53,tbd
The King of Fighters '99,PlayStation,"April 22, 2001","The King of Fighters takes a new turn for excitement! Thrill to the new story of the new hero ""K"" (that's ""K Dash"" to you, pal!) and a new system with teams of 4 fighters battling it out in white hot ""Striker Matches""! Choose from 32 Tough Guys and Gals.",tbd,8.7
The Legend of Dragoon,PlayStation,"June 11, 2000","A peaceful beginning. The legend was born 10,000 years ago. A violent uprising. A civilization of flying creatures enslave the human race. A bloody war. In a bid for freedom, the humans harness the spiritual forces of Dragons and triumph. Tranquility and harmony exist between all. But the past and the future are about to collide...Unveil a fantasy of Magnificence, Deception, Magical Combat and Retribution. Transform into Dragoons and unleash extraordinary powers. Incredibly diverse characters wield unique weapons and Dragoon attacks powered by the forces of Earth, Light, Fire, Wind, Lightning, Water and Darkness. Totally unique and innovative tactical combat ""Additionals"" System.",74,8.8
The Mummy,PlayStation,"November 30, 2000","Relive the action-packed theatrical experience of the mummy in your own living room! Journey back to the city of the dead, Humunaptra, to battle its evil residents, filled with the terrifying visual and sound effects of the movie, the spine-tingling adventures will captivate you into a world of discovery and fear. Are you brave enough to challenge the living dead and defeat Imphotep, the guardian mummy?",55,6.9
The Powerpuff Girls: Chemical X-Traction,PlayStation,"November 8, 2001","Your turn to fight: Powerpuff Girls™ style! Terror in Townsville, destruction and disaster! Mojo Jojo™ has stolen a pie full of Chemical X from The Powerpuff Girls and given a taste to every villain in town. It's up to you to take control and fight each of the Townsville villains and win back all the Chemical X before it's too late!",30,6.3
The Simpsons Wrestling,PlayStation,"April 12, 2001","In the end, wit and charm are the two most redeeming features of The Simpsons Wrestling, as it simply can't survive on its gameplay alone.",32,5.6
The Weakest Link,PlayStation,"September 24, 2001",Activision's version of The Weakest Link attempts to capture every element of the popular British game show.,63,8.0
Thunder Force V,PlayStation,"August 31, 1998","Easily as good as Raystorm or G-Darius and tough competition for Einhander, Thunder Force V is a shooting fan's dream.",70,7.4
Tiger Woods PGA Tour Golf,PlayStation,"November 13, 2000","Those simply looking for a good PlayStation golf game are better off looking at the Hot Shots series than picking up this antiquated, middle-of-the-road golf game.",65,tbd
Time Crisis: Project Titan,PlayStation,"June 20, 2001","Hard-core Time Crisis fans and those just looking for a good gun game would do well to pick up this game, but the antiquated presentation, lack of options, and brutal continue system will make this at best a rental for most.",71,6.5
Tomb Raider,PlayStation,"November 15, 1996","Climb, swim, and backflip your way through a maze of cryptic deathtraps so realistic you can practically smell the decaying flesh. Unload an arsenal of lethal firepower on any wild-dog, giant lizard or blood-thirsty mercenary that gets in your way.
Your mission is the deadliest one to date -- the recovery of the fabled Scion, an incredible treasure reputed to give its possessor vast power. Get ready to cross the globe to take on impossible odds while exploring Incan ruins, Ancient Rome, Egyptian Pyramids, and the Lost City of Atlantis... ",91,8.3
Tomb Raider III,PlayStation,"November 21, 1998","Join Lara in her biggest adventure to date in the phenomenal Tomb Raider series. Play through five huge worlds, in any order, on the quest for an ancient meteor rumored to have life-giving powers. New puzzles, environments, and even a few old enemies, like the infamous T-Rex await you. From the jungles of India to the icy wastes of Antarctica, across the rooftops of London and into the depths of Nevada's mysterious Area 51, Lara is ready for anything. Prepare to be amazed!",76,8.2
Tony Hawk's Pro Skater,PlayStation,"August 31, 1999","Skate as legendary Tony Hawk, or as one of nine top pros. Work your way up the ranks by landing suicidal tricks in brutal competitions to become the highest-ranked skate champ.",92,8.7
Tony Hawk's Pro Skater 2,PlayStation,"September 20, 2000","As most major publishers' development efforts shift to any number of next-generation platforms, Tony Hawk 2 will likely stand as one of the last truly fantastic games to be released on the PlayStation.",98,7.4
Tony Hawk's Pro Skater 3,PlayStation,"October 29, 2001","You may not be able to live like the legend, but now you can skate like him.  Skate as the legendary Tony Hawk or choose from a dream team of 12 top pro skaters, including old favorites like Lasek, Thomas, Muska, and Steamer, as well as new talent like Gilfberg, Caballero, Koston, and Mullen.  Or enjoy full customization abilities with the enhanced Create-a-Skater (now including female skaters) and the Skatepark Editor.  Travel from L.A. to Tokyo, Suburbia to Skater's Island performing challenges and meeting goals.  New moves include the Revert, which allows you to link vert tricks, and flatland tricks such as Caspers, the Primo, and Handstand Manual.  If you're good, you can even unlock hidden pro footage.",87,7.8
Tony Hawk's Pro Skater 4,PlayStation,"October 23, 2002",,tbd,8.0
Torneko:  The Last Hope,PlayStation,"November 15, 2000",The world of Dragon Warrior returns! Torneko (the tubby merchant from Dragon Warrior IV) takes the best-selling series in new directions as he tries to save his village from the curses of a mysterious treasure. ,66,tbd
Toy Story 2: Buzz Lightyear to the Rescue!,PlayStation,"November 30, 1999","As space hero Buzz Lightyear, you've got your hands full. Your best buddy, Woody, has been kidnapped by a greedy toy collector and it's going to be an all-out race against time to save him.",75,8.2
Toy Story Racer,PlayStation,"March 5, 2001","It's no Crash Team Racing, but Toy Story Racer provides plenty of challenge for young and old alike.",76,8.1
Triple Play Baseball,PlayStation,"March 12, 2001",Triple Play Baseball is one of those rare games that really draws you into the experience with fantastic gameplay and quality graphics and sound.,76,7.2
Twisted Metal Small Brawl,PlayStation,"November 26, 2001","It seems almost as if this game is SCEA's form of an apology to the fans, while at the same time an attempt to win over some of the younger crowd.",51,7.4
Ultimate Fighting Championship,PlayStation,"November 13, 2000",Ultimate Fighting Championship for the PlayStation doesn't have anything to offer beyond the good name of its Dreamcast counterpart.,53,6.9
V.I.P.,PlayStation,"April 1, 2001",,33,5.2
Vagrant Story,PlayStation,"May 15, 2000","Relive an adventurous tale rich with agents, espionage, and conspiracies. Challenge deadly monsters and villains with your steel and magic. Clear your name by uncovering a sinister plot -- or perish in the attempt.",92,9.0
Valkyrie Profile,PlayStation,"August 29, 2000","You must gather the souls of fallen warriors and train them to fight at Odin's side. From the creators of STAR OCEAN The Second Story™, Valkyries Profile sets new standards for role playing games on the PlayStation® game console.",81,8.7
Vampire Hunter D,PlayStation,"September 25, 2000","10,0000 years have passed since the final war brought the history of the human race to its end. Since that time, vampires have reigned over the world. But now they are dying as a species--this is their final hour. The humans are regaining their power after many long dark years. However, some vampires remain in the remote region and continue their horrific attacks against humans. Such action has brought about the hiring of bounty hunters to destroy them. Among these hunters, the Dunpeals, half vampires and half human, are considered the finest. In time, people began to talk about a hunter with remarkable skills...
That hunter is D... Vampire Hunter D.",tbd,6.6
Vanguard Bandits,PlayStation,"April 29, 2000","In a world where technology and mythology are one, a young rebel and his ragtag crew are unwittingly drawn into a holy war being waged by the bloodthirsty General Faulkner and his mercenary forces. Guide the charasmatic Bastion as he realizes his destiny to lead the rebellion against the Junaris Kingdom, and to save the people of his world from an eternity of oppression. Lead powerful squadrons of robotic warriors into battle and take complete command of their actions. Smite your foes with cleaving swords, piercing spears, and sizzling magic spells. Use the terrain to your advantage and maneuver your forces into superior combat positions. Witness the results of your tactical decisions in glorious 3D combat sequences.",62,8.6
Vanishing Point,PlayStation,"February 5, 2001",Vanishing Point is one of the most original and enjoyable racing games to come around in a long time.,68,7.6
WWF SmackDown! 2: Know Your Role,PlayStation,"November 21, 2000","Prepare for the most outrageous WF experience ever created. Brawl in the ring, backstage, in the VIP room, the parking lot of the new WF New York. Let your fury rage in the new Tornado Tag Team mode. If that's not hardcore enough, pull out the tables, ladders or chairs and really get nasty.",90,8.4
Who Wants to Be a Millionaire 3rd Edition,PlayStation,"June 11, 2001","If you're into trivia games like You Don't Know Jack, you may get some mileage out of Who Wants To Be A Millionaire, but its uninteresting gameplay and methodical pacing make it practically a chore to play.",50,5.3
Wipeout 3,PlayStation,"August 31, 1999",The world's fastest PlayStation racer returns.... This is the ultimate anti-gravity racing experience by which all others are judged.... Accept no substitutes.,89,8.5
Wipeout XL,PlayStation,"September 30, 1996","The original scorched the game world and became an instant classic. Fast-forward now to a brutal new generation of anti gravity racing. Loaded with faster, smoother graphics, more tracks, more crafts, and a range of nasty new weaponry. Wipeout XL will give you the rush of your life.",93,8.6
World Destruction League: Thunder Tanks,PlayStation,"September 9, 2000",World Destruction League: Thunder Tanks for the PlayStation does not suffice in any facet of its execution and should be avoided by even the most fervent vehicular combat fans.,35,1.4
World's Scariest Police Chases,PlayStation,"May 21, 2001","Did you play cops-n-robbers as a child? Based on Fox Broadcasting's anthology TV series of high-speed pursuit highlights, World's Scariest Police Chases puts you in the driver's seat of a powerful police cruiser in 20 crime-busting missions. You'll be on the lookout for an array of illegal activity, including drunk drivers, robberies in progress and deadly shootouts. Once engaged, you'll pursue suspects through a dynamic city by taking shortcuts and using aggressive tactics as necessary to apprehend them. Two-player mode lets you roll with a partner; one handles the car while the other fires shots at fleeing vehicles.",54,7.5
X-Men: Mutant Academy,PlayStation,"July 11, 2000","X-Men sticks close to the standard fighting game formula, and as a result, it manages to be fun for a short period of time.",75,7.6
X-Men: Mutant Academy 2,PlayStation,"September 17, 2001","Train with Professor X to unleash your super-powers and polish your combat skills. Master all-new, over-the-top moves-including aerial combat-as you fight through the ranks of mutants and prove you have what it takes to earn X-MEN status. Plus, get a behind-the-scenes look at X-MEN the Movie concept sketches, costumes and more!",72,8.3
Xenogears,PlayStation,"October 20, 1998","A mysterious organization is turning the tides of a century-long war with ancient technology - giant combat robots known as Gears. A failed attempt to steal one of these powerful weapons places it in the unwilling hands of young Fei and his dubious allies. Now he is pursued by military governments, royal pirates, spies, the emperor, and his own forgotten past. ",84,9.1
You Don't Know Jack: Mock 2,PlayStation,"November 6, 2000",You Don't Know Jack: Mock 2 is instant fun for just about anyone that likes trivia.,82,tbd
Yu-Gi-Oh! Forbidden Memories,PlayStation,"March 20, 2002","In Ancient Egypt, there existed a force so powerful...it had to be locked away for a millennia. Now, you can unravel the secrets of the ultimate power and the seven millennium items in all-new Adventure! Based on the hit television series, Yu-Gi-Oh! Forbidden Memories takes you back to Ancient Egypt to solve the mysteries of the millennium items and uncover the secrets of Duel Monsters in the Yu-Gi-Oh! world.",57,8.6
